"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"Ilıca, 35320 Narlıdere/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","5702228683686569626","Narlıdere","false","TR","0x14bbdcf6d6f23713:0x4f2262c6af2e669a",,"https://lh5.googleusercontent.com/p/AF1QipPpvWPnrikTnqr_zjhgiovZQ_-jZugB5bv53GCu=w408-h249-k-no","6","false","/g/113f16j5d","38.3924604","27.0268493","Ilıca","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","Closed","Sunday","Closed","false","+90 232 239 42 80","+902322394280","ChIJEzfy1vbcuxQRmmYur8ZiIk8","35320",,"109","18","12","1","4","1","0","2024-12-13T09:45:56.229Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir",,"Özel Baysal Narlıdere Ağız Diş Saglığı Polikliniği","false","Baysal Narlıdere Oral and Maxillofacial Clinic","3.9","https://www.google.com/maps/search/?api=1&query=Baysal%20Narl%C4%B1dere%20Oral%20and%20Maxillofacial%20Clinic&query_place_id=ChIJEzfy1vbcuxQRmmYur8ZiIk8","http://www.baysaldisklinigi.com/"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Vatan, Polat Cd. 139A, 35160 Karabağlar/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","3143816992423835788","Karabağlar","true","TR","0x14bbdeb61312b1cb:0x2ba114e5e042788c",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q8ViTzK69dYwMskDOrmlWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.8955&pitch=0&thumbfov=100","2","false","/g/11c57mllcc","38.3949656","27.1015827","Vatan",,,,,,,,,,,,,,,"false",,,"ChIJy7ESE7beuxQRjHhC4OUUoSs","35160",,"113","3","2","0","1","0","0","2024-12-13T09:45:56.229Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Polat Cd. 139A",,"false","Diş Hekimi Tülay Şahingöz","3.7","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20T%C3%BClay%20%C5%9Eahing%C3%B6z&query_place_id=ChIJy7ESE7beuxQRjHhC4OUUoSs","https://www.dishekimi.com.tr/doktorlar/doktor/tulay-sahingoz"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"true","Çankaya, İnönü Cd. No:338/a, 35280 Konak/İzmir, Türkiye","Orthodontist","Dental clinic",,,,,,,,,"Orthodontist","8857316538040263201","Konak","false","TR","0x14bbd94a98988ad7:0x7aeb827699152221",,"https://lh5.googleusercontent.com/tAiDQh1_hv6oo0vNFazofNkoZXrMoXYGQA7R1MPcVTeTGfbVXIeeXC5wvqTVzhzJtg=w408-h306-k-no","4","false","/g/11fcr06_z1","38.4018451","27.1024063","Çankaya","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 232 255 34 34","+902322553434","ChIJ14qYmErZuxQRISIVmXaC63o","35280",,"114","90","85","0","4","0","1","2024-12-13T09:45:56.229Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","İnönü Cd. No:338/a",,"false","Özel İzmir Ortodonti Ağız ve Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20%C4%B0zmir%20Ortodonti%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ14qYmErZuxQRISIVmXaC63o","http://www.izmirortodonti.com.tr/"
"false",,,,,,,,,"false",,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,"Çankaya, İnönü Cd. No: 318 D:4, 35280 Konak/İzmir, Türkiye","Orthodontist","Dentist",,,,,,,,,"Orthodontist","1860964836884941568","Konak","false","TR","0x14bbdeb384bab1b3:0x19d379a8ca050b00",,"https://lh5.googleusercontent.com/p/AF1QipMvPAuah7M_QFs5MkplFg1z4SHD91oZlFmTSUd-=w426-h240-k-no","9","false","/g/1tf4_q1q","38.4017281","27.1044032","Çankaya","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","Closed","Sunday","Closed","false","+90 232 244 90 87","+902322449087","ChIJs7G6hLPeuxQRAAsFyqh50xk","35280",,"120","15","14","1","0","0","0","2024-12-13T09:45:56.230Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","İnönü Cd. No: 318 D:4",,"false","Ortodontist Dr. Erdem Hacipoğlu","4.9","https://www.google.com/maps/search/?api=1&query=Ortodontist%20Dr.%20Erdem%20Hacipo%C4%9Flu&query_place_id=ChIJs7G6hLPeuxQRAAsFyqh50xk","https://business.google.com/site/l/03745399203483388140"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"true",,,"Yalı, 6414. Sk. 15/C, 35600 Karşıyaka/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","11257257112693532467","Karşıyaka","false","TR","0x14bbd94d4d53d53d:0x9c39cfb353566733",,"https://lh5.googleusercontent.com/p/AF1QipM8u7MOt1sBBZ8VxoDRtmcfHZT5E0s3UMgW2RuJ=w408-h305-k-no","6","false","/g/11s16t8jq8","38.4695803","27.0943938","Yalı","Monday","10 AM to 7:30 PM","Tuesday","10 AM to 7:30 PM","Wednesday","10 AM to 7:30 PM","Thursday","10 AM to 7:30 PM","Friday","10 AM to 7:30 PM","Saturday","10 AM to 5 PM","Sunday","Closed","false","+90 538 581 61 90","+905385816190","ChIJPdVTTU3ZuxQRM2dWU7PPOZw","35600",,"12","83",,,,,,"2024-12-13T09:45:57.283Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","6414. Sk. 15/C",,"false","Karşıyaka Diş Hekimi Mert Erbulut","5","https://www.google.com/maps/search/?api=1&query=Kar%C5%9F%C4%B1yaka%20Di%C5%9F%20Hekimi%20Mert%20Erbulut&query_place_id=ChIJPdVTTU3ZuxQRM2dWU7PPOZw","https://www.doktortakvimi.com/mert-erbulut/dis-hekimi/izmir"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Güzelyalı, Mithatpaşa Cd. No:935 K:2, 35290 Konak/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","2998796449957576074","Konak","true","TR","0x14bbdeaed593b549:0x299ddd7ba16c7d8a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gQ04CMLdTdZj3XX2z0Au1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.33862&pitch=0&thumbfov=100","2","false","/g/11gmyllqjf","38.3973713","27.0855507","Güzelyalı",,,,,,,,,,,,,,,"false","+90 232 285 09 68","+902322850968","ChIJSbWT1a7euxQRin1soXvdnSk","35290",,"121","0",,,,,,"2024-12-13T09:45:57.997Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Mithatpaşa Cd. No:935 K:2",,"false","Diş Hekimi Yıldırım Ongan",,"https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Y%C4%B1ld%C4%B1r%C4%B1m%20Ongan&query_place_id=ChIJSbWT1a7euxQRin1soXvdnSk","https://www.doktortakvimi.com/yildirim-ongan/dis-hekimi/izmir"
,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Fahrettin Altay, Mithatpaşa Cd. No:1199/1, 35140 Karabağlar/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","5594641004819633152","Karabağlar","false","TR","0x14bbdd39fbd4dfa1:0x4da4285a2a1bd400",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3Jrmo43cquCpn8Lsba40XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.46194&pitch=0&thumbfov=100","2","false","/g/11rdc2n2pg","38.3967954","27.0655154","Fahrettin Altay",,,,,,,,,,,,,,,"false",,,"ChIJod_U-znduxQRANQbKloopE0","35140",,"122","0",,,,,,"2024-12-13T09:45:57.997Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Mithatpaşa Cd. No:1199/1",,"false","Dt. Çiğdem Keskin, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20%C3%87i%C4%9Fdem%20Keskin%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJod_U-znduxQRANQbKloopE0","https://www.doktortakvimi.com/cigdem-keskin/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=241275&utm_content=website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Çamtepe, Güngören Cd. 108/3, 35320 Narlıdere/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","13251503844281913192","Narlıdere","false","TR","0x14bbddd4d8c65bad:0xb7e6cc8972258f68",,"https://lh5.googleusercontent.com/p/AF1QipMDXPbgTmOx3GoN9Hg5f8ZcPF4cMpFiKFRjRO3i=w408-h306-k-no","8","false","/g/11whhhxqr6","38.394068","27.0102427","Çamtepe","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","11 AM to 4 PM","Sunday","Closed","false","+90 232 239 07 50","+902322390750","ChIJrVvG2NTduxQRaI8lconM5rc","35320",,"123","2","2","0","0","0","0","2024-12-13T09:45:57.997Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Güngören Cd. 108/3",,"false","Uzman Dr. Haşmet Yakar","5","https://www.google.com/maps/search/?api=1&query=Uzman%20Dr.%20Ha%C5%9Fmet%20Yakar&query_place_id=ChIJrVvG2NTduxQRaI8lconM5rc","https://www.drhasmetyakar.com/"
,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Çamtepe Mahallesi Karaca Sokak No:1 D: 1, 35321 Narlıdere/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","7910831032157753906","Narlıdere","false","TR","0x14bbdd863c107d7d:0x6dc8eae90de65232",,"https://lh5.googleusercontent.com/p/AF1QipNNKQgXtsyYsUdWHSvWnetrF-ReVX9lHc74jNvl=w408-h385-k-no","4","false","/g/11ptsfhpc9","38.3938446","27.0138493","Çamtepe",,,,,,,,,,,,,,,"false",,,"ChIJfX0QPIbduxQRMlLmDenqyG0","35321",,"127","0",,,,,,"2024-12-13T09:45:57.998Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Çamtepe Mahallesi Karaca Sokak No:1 D: 1",,"false","Dt. Onur Ündey, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Onur%20%C3%9Cndey%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJfX0QPIbduxQRMlLmDenqyG0","https://www.doktortakvimi.com/onur-undey/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=124573&utm_content=website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Çamtepe, Güngören Cd. No:5/A, 35320 Narlıdere/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","15401048207425686253","Narlıdere","false","TR","0x14bbdd78438d959b:0xd5bb83bf14464aed",,"https://lh5.googleusercontent.com/p/AF1QipNdRmdbi-icprXRH2sCiM_6W8S6c0MdmDyo9GJD=w408-h306-k-no","7","false","/g/11lv8x3ggx","38.393594","27.016839","Çamtepe","Monday","10 AM to 10 PM","Tuesday","10 AM to 10 PM","Wednesday","10 AM to 10 PM","Thursday","10 AM to 10 PM","Friday","10 AM to 10 PM","Saturday","10 AM to 10 PM","Sunday","Closed","false","+90 546 238 15 35","+905462381535","ChIJm5WNQ3jduxQR7UpGFL-Du9U","35320",,"137","12","12","0","0","0","0","2024-12-13T09:45:57.998Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Güngören Cd. No:5/A",,"false","NarlıDent Ağız ve Diş Sağlığı Polikliniği | İzmir Diş Kliniği","5","https://www.google.com/maps/search/?api=1&query=Narl%C4%B1Dent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20%7C%20%C4%B0zmir%20Di%C5%9F%20Klini%C4%9Fi&query_place_id=ChIJm5WNQ3jduxQR7UpGFL-Du9U","https://www.instagram.com/narlident?igsh=dGw0OHlyNXk0MmZy"
"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,"true",,,"DONANMACI MAHALLESİ, 1671.SOKAK.115A KARŞIYAKA/İZMİR, 35580 Karşıyaka/İzmir, Türkiye","Dentist","Dental clinic",,,,,,,,,"Dentist","3969154847051963641","Karşıyaka","false","TR","0x14bbd9c5d26c1c59:0x3715454dcd0d5cf9",,"https://lh5.googleusercontent.com/p/AF1QipN3co6qkdzmjMuVrE9UsAhm7U8Yb0p_P9JKf3tZ=w408-h611-k-no","12","false","/g/11stky6zgy","38.4573267","27.1128469","Donanmacı","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 232 416 15 95","+902324161595","ChIJWRxs0sXZuxQR-VwNzU1FFTc","35580",,"30","183","182","0","1","0","0","2024-12-13T09:45:58.211Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","DONANMACI MAHALLESİ, 1671.SOKAK.115A KARŞIYAKA/İZMİR",,"false","Dent Atelier Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Dent%20Atelier%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJWRxs0sXZuxQR-VwNzU1FFTc","https://dentatelier.net/"
"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,"Şirintepe Mah., Anadolu Cad., No 776/5, Kat:3, D:6, 35640 Çiğli, Türkiye","Dentist",,,,,,,,,,"Dentist","9499704188724615853","Çiğli","false","TR","0x14bbd0a610b9e789:0x83d5baa0c8389aad",,"https://lh3.googleusercontent.com/JaFdjrLl5iwO8eOYdsIrpTyY6TC1JY6NUnDDMXC4fnwpqv7uGddpTi5-ZldEKvg=w408-h306-k-no","3","false","/g/11fcqjb16_","38.4914387","27.0668296","Şirintepe","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 542 894 97 39","+905428949739","ChIJiee5EKbQuxQRrZo4yKC61YM","35640",,"37","21","21","0","0","0","0","2024-12-13T09:45:58.211Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Şirintepe Mah., Anadolu Cad., No 776/5, Kat:3, D:6",,"false","Kayhan Küçükvural","5","https://www.google.com/maps/search/?api=1&query=Kayhan%20K%C3%BC%C3%A7%C3%BCkvural&query_place_id=ChIJiee5EKbQuxQRrZo4yKC61YM","https://www.doktortakvimi.com/kayhan-kucukvural/dis-hekimi/izmir"
"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,"true",,,"Atakent, Caher Dudayev Blv 144\A, 35590 Karşıyaka/İzmir, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dental radiology","Dentist","Denture care center","Endodontist","Orthodontist","Periodontist",,"Dental clinic","7438767778338284283","Karşıyaka","false","TR","0x14bbd97ce9a1442d:0x673bcfe1d279a2fb",,"https://lh5.googleusercontent.com/p/AF1QipMYvvjR7fFw_tI3F5mWEPYjM6laQQMhv62cKkF0=w426-h240-k-no","17","false","/g/11pvb1rlr8","38.4636902","27.0921483","Atakent","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 10 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 10 PM","Friday","9:30 AM to 7 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 232 335 00 75","+902323350075","ChIJLUSh6XzZuxQR-6J50uHPO2c","35590",,"38","140","140","0","0","0","0","2024-12-13T09:45:58.211Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Caher Dudayev Blv 144\A",,"false","Dentavia Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Dentavia%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJLUSh6XzZuxQR-6J50uHPO2c","http://www.dentaviaizmir.com/"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"Yelaltı, Nur Dikmen Cd. No: 26, 35430 Urla/İzmir, Türkiye","Dental clinic","Orthodontist",,,,,,,,,"Dental clinic","2804193984970276735","Urla","false","TR","0x14bb949e47f09317:0x26ea7f927370bf7f",,"https://lh5.googleusercontent.com/ASJ2-LR9CQmzTEW_go32sTr48mPyUs6Tm3sKFUMXibJguiDjo9H17ME5WZz_avHN=w408-h306-k-no","5","false","/g/1tdrzjh0","38.3274112","26.7694255","Yelaltı","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 5 PM","Sunday","Closed","false","+90 232 754 40 50","+902327544050","ChIJF5PwR56UuxQRf79wc5J_6iY","35430",,"11","129",,,,,,"2024-12-13T09:45:58.729Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.281579933848874,26.72663516693729,13z?hl=en","diş hekimleri","İzmir","Nur Dikmen Cd. No: 26","Özel Ata Ağız ve Diş Sağlığı Polikliniği","false","Ata Dis Poliklinigi","4.7","https://www.google.com/maps/search/?api=1&query=Ata%20Dis%20Poliklinigi&query_place_id=ChIJF5PwR56UuxQRf79wc5J_6iY","http://www.atadis.com.tr/"
,,"true",,,,,,,,,"true",,,,,,,,,,,"true",,,,"true",,,,,,,,,"true",,"true","Altıntaş, Ahmet Besim Uyal Cd. No:48/1, 35430 Urla/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","6613435686009578937","Urla","false","TR","0x14bb932e8840e321:0x5bc7a4b7897e25b9",,"https://lh5.googleusercontent.com/p/AF1QipN1zUGmntGEUv1KjNBntTRE4BIvzYSDrWGpCE9x=w408-h272-k-no","27","false","/g/11vy6ng5qg","38.3193332","26.7544778","Altıntaş","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 232 765 87 87","+902327658787","ChIJIeNAiC6TuxQRuSV-ibekx1s","35430",,"16","79",,,,,,"2024-12-13T09:45:58.729Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.281579933848874,26.72663516693729,13z?hl=en","diş hekimleri","İzmir","Ahmet Besim Uyal Cd. No:48/1",,"false","Dent Alpin Clinic Urla","5","https://www.google.com/maps/search/?api=1&query=Dent%20Alpin%20Clinic%20Urla&query_place_id=ChIJIeNAiC6TuxQRuSV-ibekx1s","https://dentalpin.com.tr/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,"Şemikler, 6249. Sk. No:4/A, 35560 Karşıyaka/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","2052986159730104166","Karşıyaka","false","TR","0x14bbd966c89142f3:0x1c7dac08fb819766",,"https://lh5.googleusercontent.com/p/AF1QipNy3ziaLQzwDCE0GD5ZBH7U2O1w4qr1Z5axa3ot=w408-h408-k-no","9","false","/g/11vcmdcmt5","38.4696102","27.0956117","Şemikler","Monday","11 AM to 6:30 PM","Tuesday","11 AM to 6:30 PM","Wednesday","11 AM to 6:30 PM","Thursday","11 AM to 6:30 PM","Friday","11 AM to 6:30 PM","Saturday","11 AM to 5 PM","Sunday","Closed","false","+90 541 331 16 13","+905413311613","ChIJ80KRyGbZuxQRZpeB-wisfRw","35560",,"41","27","27","0","0","0","0","2024-12-13T09:45:59.233Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","6249. Sk. No:4/A",,"false","Özel Helin Tuğçe Alacagöz - Kardelen Ulusoydan Diş Hekimi Muayenehanesi","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Helin%20Tu%C4%9F%C3%A7e%20Alacag%C3%B6z%20-%20Kardelen%20Ulusoydan%20Di%C5%9F%20Hekimi%20Muayenehanesi&query_place_id=ChIJ80KRyGbZuxQRZpeB-wisfRw","https://www.doktortakvimi.com/helin-tugce-alacagoz/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=270546&utm_content=post_book_now"
,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,"true",,,"Yalı, Parkyaşam ofisleri, Mavişehir, 6523. Sk. No:32/B Kat:1 Da:103, 35550 Karşıyaka/İzmir, Türkiye","Orthodontist","Dental clinic","Dentist",,,,,,,,"Orthodontist","16517649660770840305","Karşıyaka","false","TR","0x14bbd92861641001:0xe53a7ada2a98eef1",,"https://lh5.googleusercontent.com/p/AF1QipPTs6cZN6hjjPYUyWflwz7GBHXdEZtohqGtCPXh=w408-h272-k-no","16","false","/g/11k4zrpt79","38.478736","27.082107","Yalı","Monday","9:30 AM to 7:30 PM","Tuesday","9:30 AM to 7:30 PM","Wednesday","9:30 AM to 7:30 PM","Thursday","9:30 AM to 7:30 PM","Friday","9:30 AM to 7:30 PM","Saturday","9 AM to 7:30 PM","Sunday","Closed","false","+90 544 970 52 60","+905449705260","ChIJARBkYSjZuxQR8e6YKtp6OuU","35550",,"48","54","53","1","0","0","0","2024-12-13T09:45:59.233Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,26.995656537187383,13z?hl=en","diş hekimleri","İzmir","Parkyaşam ofisleri, Mavişehir, 6523. Sk. No:32/B Kat:1 Da:103",,"false","Ortodonti Uzmanı Kadir Işık","5","https://www.google.com/maps/search/?api=1&query=Ortodonti%20Uzman%C4%B1%20Kadir%20I%C5%9F%C4%B1k&query_place_id=ChIJARBkYSjZuxQR8e6YKtp6OuU","http://www.isikortodonti.com/"
