"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,"true",,,,,,,"true",,,"true","true",,,,,,"true",,,"Çarşı, beş ofis, Temel Şükrü Doğru sokak no:5,kat:5, 61050 Ortahisar/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","2936086830593698578","Ortahisar","false","TR","0x40643d6bc7a1a359:0x28bf136a973d6b12",,"https://lh5.googleusercontent.com/p/AF1QipNrkQ29JURAIyAPE1_HkPCAc40PqMcio8bGH1cs=w408-h306-k-no","8","false","/g/11jykhkjk5","41.0065849","39.7247369","Çarşı","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 4:30 PM","Sunday","Closed","false","+90 462 321 75 23","+904623217523","ChIJWaOhx2s9ZEAREms9l2oTvyg","61050",,"48","37","37","0","0","0","0","2024-12-13T09:45:36.085Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","beş ofis, Temel Şükrü Doğru sokak no:5,kat:5",,"false","Trabzon Diş Hekimi Uğur Mıhçıoğlu","5","https://www.google.com/maps/search/?api=1&query=Trabzon%20Di%C5%9F%20Hekimi%20U%C4%9Fur%20M%C4%B1h%C3%A7%C4%B1o%C4%9Flu&query_place_id=ChIJWaOhx2s9ZEAREms9l2oTvyg","http://dtugurmihcioglu.com.tr/"
,,,,,,,,,,,,,"true",,,"true",,,,,,,,"true",,,"İskenderpaşa Mah. Gazi Paşa Cad Kudunoğlu Apt. No:18 k:2, 61100 Merkez/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","9356919324191472083","Merkez","false","TR","0x40643c4520e11fab:0x81da748cde6bb9d3",,"https://lh5.googleusercontent.com/p/AF1QipPbPsHvkX7XnJsOPInx-n0SkRLPGNhyQBrLOvXR=w408-h725-k-no","5","false","/g/11gcmn2n6h","41.006973","39.730372","İskenderpaşa","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 2 PM","Sunday","Closed","false","+90 462 322 41 76","+904623224176","ChIJqx_hIEU8ZEAR07lr3ox02oE","61100",,"49","21","21","0","0","0","0","2024-12-13T09:45:36.085Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","İskenderpaşa Mah. Gazi Paşa Cad Kudunoğlu Apt. No:18 k:2",,"false","Diş Hekimi Ayberk Çalık","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Ayberk%20%C3%87al%C4%B1k&query_place_id=ChIJqx_hIEU8ZEAR07lr3ox02oE","https://instagram.com/dt.ayberkcalik"
,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,"Pazarkapı, Sokak. 4 . Nolu Ticari Bina No:4 İç Kapı:11, Fatih Cami Sk. Molla Siyah Cami, 61200 Ortahisar/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","5860204495862461035","Ortahisar","false","TR","0x40643d9e5e0f53ab:0x5153a0f0b707726b",,"https://lh5.googleusercontent.com/p/AF1QipNwZ4ceYrAtluTxmCwiLdDKGElyoRiue4fPMDDE=w408-h544-k-no","3","false","/g/11sjzb914d","41.0068474","39.7179756","Pazarkapı",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJq1MPXp49ZEARa3IHt_CgU1E","61200",,"62","7","7","0","0","0","0","2024-12-13T09:45:39.079Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Sokak. 4 . Nolu Ticari Bina No:4 İç Kapı:11, Fatih Cami Sk. Molla Siyah Cami",,"false","Dt. Gül Nisa Öztürk Süleymanlı, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20G%C3%BCl%20Nisa%20%C3%96zt%C3%BCrk%20S%C3%BCleymanl%C4%B1%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJq1MPXp49ZEARa3IHt_CgU1E","https://www.doktortakvimi.com/gul-nisa-ozturk-suleymanli/dis-hekimi/trabzon?utm_source=google&utm_medium=gmb&utm_campaign=258300&utm_content=website"
,"true",,,,,,"true",,,,,,"true",,,"true",,"true",,,,,,,,,"Gazipaşa mh Atatürk meydanı Trabzon İş merkezi Kat 3, 61030 Ortahisar/Trabzon, Türkiye","Endodontist","Dentist",,,,,,,,,"Endodontist","15796824434419535588","Ortahisar","false","TR","0x40643d63c2d47b7f:0xdb399820c0c98ee4",,"https://lh5.googleusercontent.com/p/AF1QipPor9nF5rd5d6i48hZmCJbqaF9k-Xmdio66S4A3=w408-h271-k-no","11","false","/g/11frpn03lj","41.0045905","39.7306668","Gazipaşa","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","10 AM to 3 PM","Sunday","9 AM to 6 PM","false","+90 462 326 10 11","+904623261011","ChIJf3vUwmM9ZEAR5I7JwCCYOds","61030",,"63","10","10","0","0","0","0","2024-12-13T09:45:39.079Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Gazipaşa mh Atatürk meydanı Trabzon İş merkezi Kat 3",,"false","Trabzon Kanal Tedavisi Dr. Saime Aslı Aydın - Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Trabzon%20Kanal%20Tedavisi%20Dr.%20Saime%20Asl%C4%B1%20Ayd%C4%B1n%20-%20Di%C5%9F%20Hekimi&query_place_id=ChIJf3vUwmM9ZEAR5I7JwCCYOds","https://trabzondishekimi.com.tr/"
,"true",,,,,,,,,,,,,"true",,,,,,,,,,"true",,"true","İskenderpaşa, Gazipaşa Cd. Altınkaya Apartmanı No:8 Kat:4, 61030 Ortahisar/Trabzon, Türkiye","Orthodontist","Dental clinic",,,,,,,,,"Orthodontist","3380091518923832459","Ortahisar","false","TR","0x40643c446619a04d:0x2ee87f53f5c3fc8b",,"https://lh5.googleusercontent.com/p/AF1QipNxKnRJ_9wzKZ9w6GXOAMTaNAY7f95hio4oR7Q=w408-h272-k-no","11","false","/g/1ptyzf5r6","41.0065913","39.7303906","İskenderpaşa","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 462 600 06 07","+904626000607","ChIJTaAZZkQ8ZEARi_zD9VN_6C4","61030",,"67","27","26","0","0","0","1","2024-12-13T09:45:39.079Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Gazipaşa Cd. Altınkaya Apartmanı No:8 Kat:4","Dr. Tekin Özlü","false","Trabzon Ortodonti Uzmanı Dr. Dt. Tekin Özlü","4.9","https://www.google.com/maps/search/?api=1&query=Trabzon%20Ortodonti%20Uzman%C4%B1%20Dr.%20Dt.%20Tekin%20%C3%96zl%C3%BC&query_place_id=ChIJTaAZZkQ8ZEARi_zD9VN_6C4","http://www.tekinozlu.com/"
,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,"Gazipaşa, Kasımoğlu Çk. No:11, 61050 Ortahisar/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","10029710539976208877","Ortahisar","false","TR","0x40643d2c053260bf:0x8b30b098af45f1ed",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bZ98LcjzMxm-EIEyl89deA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.23249&pitch=0&thumbfov=100","1","false","/g/11q43zlk5l","41.0046392","39.7277212","Gazipaşa","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 462 323 60 00","+904623236000","ChIJv2AyBSw9ZEAR7fFFr5iwMIs","61050",,"69","3","3","0","0","0","0","2024-12-13T09:45:39.079Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Kasımoğlu Çk. No:11",,"false","Diş Hekimi Hakan İyisu","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Hakan%20%C4%B0yisu&query_place_id=ChIJv2AyBSw9ZEAR7fFFr5iwMIs","https://googlereklamcim.com/firmalar/dis-hekimi-hakan-iyisu/"
,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,"Gazipaşa, Taksim Cd. Uğur apt no:80/2, 61030 Ortahisar/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","8220624416963494053","Ortahisar","false","TR","0x40643d42a3a88d87:0x7215865a3d0300a5",,"https://lh5.googleusercontent.com/p/AF1QipMzFarQr-dALNZ2wD_bksecfhiinxDGGnseKRY=w408-h544-k-no","3","false","/g/11j8lx7r6l","41.0008901","39.7296754","Gazipaşa","Monday","8 AM to 7:30 PM","Tuesday","8 AM to 7:30 PM","Wednesday","8 AM to 7:30 PM","Thursday","8 AM to 7:30 PM","Friday","8 AM to 7:30 PM","Saturday","8 AM to 5 PM","Sunday","Closed","false","+90 462 333 35 55","+904623333555","ChIJh42oo0I9ZEARpQADPVqGFXI","61030",,"74","5","5","0","0","0","0","2024-12-13T09:45:39.080Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Taksim Cd. Uğur apt no:80/2",,"false","Diş Hekimi Behlül KARAKAŞ","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Behl%C3%BCl%20KARAKA%C5%9E&query_place_id=ChIJh42oo0I9ZEARpQADPVqGFXI","http://www.instagram.com/dtbehlulkarakas"
,"true",,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,"Çarşı, Canoğlu iş merkezi, Cumhuriyet Cd. kat:2, 61100 Ortahisar/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","15508599781045731076","Ortahisar","false","TR","0x40643dafcfbffce5:0xd7399d5530ee7f04",,"https://lh5.googleusercontent.com/p/AF1QipO6Rzs_sRdLVkf2W-FAPGQGmSihL__7uCMp4h7j=w408-h544-k-no","12","false","/g/11v4hzk7pn","41.0070603","39.7257822","Çarşı","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 505 776 48 82","+905057764882","ChIJ5fy_z689ZEARBH_uMFWdOdc","61100",,"75","5","4","0","0","0","1","2024-12-13T09:45:39.080Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Canoğlu iş merkezi, Cumhuriyet Cd. kat:2",,"false","Özel NEV-A DENT Ağız ve Diş Sağlığı Polikliniği","4.4","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20NEV-A%20DENT%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ5fy_z689ZEARBH_uMFWdOdc","https://newadent.com/"
"true",,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"Kemerkaya, Kurşunoğlu Apt, K.Maraş Cad, Ticaret Mektep Sk. No:7, 61100 Ortahisar/Trabzon, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","5720027188506133922","Ortahisar","false","TR","0x40643c45b375fd07:0x4f619e6c047c05a2",,"https://lh5.googleusercontent.com/p/AF1QipPcG5r_0EpuVh-SWKBbaUMG9XpP4TQXjxVLQkq9=w408-h271-k-no","2","false","/g/11f53nk8p7","41.0055902","39.728028","Kemerkaya","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 850 557 4773","+908505574773","ChIJB_11s0U8ZEARogV8BGyeYU8","61100",,"78","13","11","1","1","0","0","2024-12-13T09:45:39.080Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Kurşunoğlu Apt, K.Maraş Cad, Ticaret Mektep Sk. No:7",,"false","Dr.Dt. Tülay Çakmak Akgündüz","4.6","https://www.google.com/maps/search/?api=1&query=Dr.Dt.%20T%C3%BClay%20%C3%87akmak%20Akg%C3%BCnd%C3%BCz&query_place_id=ChIJB_11s0U8ZEARogV8BGyeYU8","https://www.dentomed.com.tr/"
,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Hızırbey, Maraş Cad. Doktorlar İş Hanı D:33, 61030 Trabzon Merkez/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","12055942145939670201","Trabzon Merkez","true","TR","0x40643c34e026d217:0xa74f4f81b16504b9",,,,"false","/g/113k3zkvd","41.006581","39.713532","Hızırbey",,,,,,,,,,,,,,,"false","+90 462 326 29 11","+904623262911","ChIJF9Im4DQ8ZEARuQRlsYFPT6c","61030",,"9","13",,,,,,"2024-12-13T09:45:40.395Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.69582248314139,16z?hl=en","diş hekimleri","Trabzon","Maraş Cad. Doktorlar İş Hanı D:33","Dr. İsmail Karkaç","false","Dr. Ismail Karkac","4.4","https://www.google.com/maps/search/?api=1&query=Dr.%20Ismail%20Karkac&query_place_id=ChIJF9Im4DQ8ZEARuQRlsYFPT6c","https://iyifirma.com/dr-ismail-karkac/"
,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,"Maraş caddesi İpekyolu iş merkezi Kat:3 No:69, 61030 Ortahisar, Türkiye","Dentist","Community health centre",,,,,,,,,"Dentist","17495516214591783210","Ortahisar","false","TR","0x40643c34e026d217:0xf2cc8f4d4cd4812a",,"https://lh5.googleusercontent.com/p/AF1QipPL3zp8CNMAbQk3hErp9lnzpN_r1O-lS6FYrpWf=w408-h405-k-no","9","false","/g/113g05qyx","41.0057882","39.7287918","Kemerkaya","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 462 326 65 42","+904623266542","ChIJF9Im4DQ8ZEARKoHUTE2PzPI","61030",,"90","4","3","0","1","0","0","2024-12-13T09:45:43.300Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Maraş caddesi İpekyolu iş merkezi Kat:3 No:69","Ortodonti Uzmanı Diş Hekimi Adnan Günnar, Merve Efendioğlu","false","Dr. Adnan Gunnar","4","https://www.google.com/maps/search/?api=1&query=Dr.%20Adnan%20Gunnar&query_place_id=ChIJF9Im4DQ8ZEARKoHUTE2PzPI","https://www.medikalrandevu.net/drgunnar"
"true",,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"Gazipaşa, MEYDAN) Taksim İş Merkezi Atatürk Alanı Kat:3 Daire:8, 61100 Ortahisar/Trabzon, Türkiye","Orthodontist","Dentist",,,,,,,,,"Orthodontist","16806069030200649981","Ortahisar","false","TR","0x40643c4486492d0f:0xe93b26bd97cda8fd",,"https://lh5.googleusercontent.com/p/AF1QipNeu5x0BX2vuyg1QvOmp4YX9wCk0wXzX-fxmynR=w408-h288-k-no","6","false","/g/1tgz3zc3","41.0045209","39.7308315","Gazipaşa","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 462 321 08 27","+904623210827","ChIJDy1JhkQ8ZEAR_ajNl70mO-k","61100",,"91","21","19","0","2","0","0","2024-12-13T09:45:43.300Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","MEYDAN) Taksim İş Merkezi Atatürk Alanı Kat:3 Daire:8","Trabzon Ortodonti Uzmanı (Uzm. Dr. Ayşegül İKBAL)","false","Trabzon Orthodontics (Exp. Ayşegül İKBAL)","4.6","https://www.google.com/maps/search/?api=1&query=Trabzon%20Orthodontics%20(Exp.%20Ay%C5%9Feg%C3%BCl%20%C4%B0KBAL)&query_place_id=ChIJDy1JhkQ8ZEAR_ajNl70mO-k","http://www.trabzonortodonti.com/"
,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Kemerkaya, Gazipaşa Cd. No:11, 61200 Ortahisar/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","2576229562200230108","Ortahisar","false","TR","0x40643d4bc3cf2fb1:0x23c09b232ace08dc",,"https://lh5.googleusercontent.com/p/AF1QipMLquR0DdV29lOdfPlGLxPZkbpjxOJVXeJgxynH=w408-h306-k-no","5","false","/g/11vdqq8hsk","41.0067005","39.730154","Kemerkaya","Monday","9:30 AM to 6 PM","Tuesday","9:30 AM to 6 PM","Wednesday","9:30 AM to 6 PM","Thursday","9:30 AM to 6 PM","Friday","9:30 AM to 6 PM","Saturday","10 AM to 5 PM","Sunday","Closed","false","+90 850 333 8344","+908503338344","ChIJsS_Pw0s9ZEAR3AjOKiObwCM","61200",,"94","0",,,,,,"2024-12-13T09:45:43.300Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Gazipaşa Cd. No:11",,"false","Dr. Dt. Erdem Veli Uzun, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20Erdem%20Veli%20Uzun%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJsS_Pw0s9ZEAR3AjOKiObwCM","https://www.doktortakvimi.com/erdem-veli-uzun-2/dis-hekimi-periodontoloji/trabzon?utm_source=google&utm_medium=gmb&utm_campaign=132233&utm_content=website"
,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Kemerkaya, Kurşunoğlu Apt, K.Maraş Cad, Ticaret Mektep Sk. No:10, 61100 Ortahisar/Trabzon, Türkiye","Dentist","Dental clinic","Dental hygienist","Dental implants periodontist","Dental supply store",,,,,,"Dentist","1180538016813636968","Ortahisar","false","TR","0x40643c45b375fd07:0x10621d1250055d68",,"https://lh5.googleusercontent.com/p/AF1QipMmgLZ1ywLPtQ3wTV1A6GxfpylQ_vkuvjIFriN8=w408-h271-k-no","2","false","/g/11f5h7s4vn","41.0055902","39.728028","Kemerkaya","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 850 557 4711","+908505574711","ChIJB_11s0U8ZEARaF0FUBIdYhA","61100",,"98","0",,,,,,"2024-12-13T09:45:43.300Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Kurşunoğlu Apt, K.Maraş Cad, Ticaret Mektep Sk. No:10",,"false","Dt. Hüseyin Üçüncü",,"https://www.google.com/maps/search/?api=1&query=Dt.%20H%C3%BCseyin%20%C3%9C%C3%A7%C3%BCnc%C3%BC&query_place_id=ChIJB_11s0U8ZEARaF0FUBIdYhA","https://www.dentomed.com.tr/"
,"true",,,,,,,,,,,,,"true",,,,,,,,,,"true",,,"Meydan, Gazipaşa Mh. Atatürk Alanı Halis Çebi İş Merk. No:25 Kat:3 Daire:6, 61080 Ortahisar/Trabzon, Türkiye","Orthodontist","Dental clinic","Dentist",,,,,,,,"Orthodontist","5507271600377421854","Ortahisar","false","TR","0x40643c446ffeb623:0x4c6dc2577e17e01e",,"https://lh5.googleusercontent.com/p/AF1QipP_Z2NS1EYPT8sNDgaYzcFXdAcKUqQS229rKSRY=w408-h306-k-no","28","false","/g/1thtn27t","41.0047804","39.7307248","Meydan","Monday","9:30 AM to 6:30 PM","Tuesday","9:30 AM to 6:30 PM","Wednesday","9:30 AM to 6:30 PM","Thursday","9:30 AM to 6:30 PM","Friday","9:30 AM to 6:30 PM","Saturday","9:30 AM to 5:30 PM","Sunday","Closed","false","+90 462 321 29 29","+904623212929","ChIJI7b-b0Q8ZEARHuAXflfCbUw","61080",,"103","13","12","1","0","0","0","2024-12-13T09:45:47.005Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Gazipaşa Mh. Atatürk Alanı Halis Çebi İş Merk. No:25 Kat:3 Daire:6","Trabzon Ortodonti Uzmanı (Uzm.Dr. Berna Özel)","false","Dr. Berna Ozel","4.9","https://www.google.com/maps/search/?api=1&query=Dr.%20Berna%20Ozel&query_place_id=ChIJI7b-b0Q8ZEARHuAXflfCbUw","https://www.bernaozel.com/"
"true",,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"İskenderpaşa, Gazipaşa Cd. Timurcioğlu apt no 12 kat 1, 61050 Ortahisar/Trabzon, Türkiye","Endodontist","Dentist",,,,,,,,,"Endodontist","15756405304258563024","Ortahisar","false","TR","0x40643db3dad13213:0xdaa9ff24a9698bd0",,"https://lh5.googleusercontent.com/p/AF1QipORd2apLw5WXNdqQI3r60xx36x1O2aqyhtr98ya=w408-h544-k-no","5","false","/g/11k4kb5nrg","41.0071358","39.7301344","İskenderpaşa",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJEzLR2rM9ZEAR0ItpqST_qdo","61050",,"104","2","2","0","0","0","0","2024-12-13T09:45:47.005Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Gazipaşa Cd. Timurcioğlu apt no 12 kat 1",,"false","Uzm. Dt. Mutlunur Önder Peker, Endodonti","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20Mutlunur%20%C3%96nder%20Peker%2C%20Endodonti&query_place_id=ChIJEzLR2rM9ZEAR0ItpqST_qdo","https://www.doktortakvimi.com/mutlunur-onder-peker/endodonti-dis-hekimi/trabzon?utm_source=google&utm_medium=gmb&utm_campaign=268731&utm_content=website"
,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Kemerkaya mahallesi K.Maraş caddesi İpekyol İş Merkezi, kat:3 daire:69, 61050 Ortahisar/Trabzon, Türkiye","Dentist",,,,,,,,,,"Dentist","16008630166422539452","Ortahisar","true","TR","0x40643d03846543a9:0xde2a1451aa37ccbc",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-gaMSQ0OfmRasO6gxQch0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.936466&pitch=0&thumbfov=100","1","false","/g/11h_cbbqdp","41.0058807","39.7286401","Kemerkaya","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 6:30 PM","Sunday","Closed","false","+90 462 326 65 42","+904623266542","ChIJqUNlhAM9ZEARvMw3qlEUKt4","61050",,"108","0",,,,,,"2024-12-13T09:45:47.005Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.00546049999999,39.73014630000001,16z?hl=en","diş hekimleri","Trabzon","Kemerkaya mahallesi K.Maraş caddesi İpekyol İş Merkezi, kat:3 daire:69",,"false","Merve EFENDİOĞLU",,"https://www.google.com/maps/search/?api=1&query=Merve%20EFEND%C4%B0O%C4%9ELU&query_place_id=ChIJqUNlhAM9ZEARvMw3qlEUKt4","http://www.medikalrandevu.net/drefendioglu"
