"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Atatürk, Adnan İnanıcı Cd., 27060 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","17279665392620503194","Şehitkamil","true","TR","0x1531e18e6b0862df:0xefcdb41f7cc1809a",,"https://lh5.googleusercontent.com/p/AF1QipMWL85X9uQy9XdlgtRuSoxwJpM3J8m0aFLgqLOM=w408-h725-k-no","12","false","/g/11s0flb0l1","37.0780805","37.3350711","Atatürk","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 532 561 22 14","+905325612214","ChIJ32IIa47hMRURmoDBfB-0ze8","27060",,"13","14",,,,,,"2024-12-13T09:44:07.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Adnan İnanıcı Cd.",,"false","Özel DİŞMAN Ağız ve Diş Sağlığı Polikliniği Prof. Dr. N. Eren İŞMAN","4.9","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20D%C4%B0%C5%9EMAN%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20Prof.%20Dr.%20N.%20Eren%20%C4%B0%C5%9EMAN&query_place_id=ChIJ32IIa47hMRURmoDBfB-0ze8","http://www.erenisman.com/"
"true",,,,,,,"true",,,,,"true",,,"true",,"true",,,"true","true",,"true",,,"Atatürk, Cemil Sait Barlas Cad. no 12 a, 27060 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Cosmetic dentist","Dental hygienist","Dental implants periodontist","Dental implants provider","Dental laboratory","Teeth whitening service",,,,"Dental clinic","16669161933337307086","Şehitkamil","false","TR","0x1531e17d5ccce641:0xe754c2761c08a7ce",,"https://lh5.googleusercontent.com/p/AF1QipPU3DJ9w1Z3X-sIPVk5S0qj6vWJGUrjJeZI0Gmy=w408-h906-k-no","19","false","/g/11k9j3p40q","37.0830099","37.3403233","Atatürk","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 531 391 60 90","+905313916090","ChIJQebMXH3hMRURzqcIHHbCVOc","27060",,"15","40",,,,,,"2024-12-13T09:44:07.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Cemil Sait Barlas Cad. no 12 a",,"false","Özel Mimoza Ağız ve Diş Sağlığı Polikliniği ve İmplant Diş Merkezi","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Mimoza%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20ve%20%C4%B0mplant%20Di%C5%9F%20Merkezi&query_place_id=ChIJQebMXH3hMRURzqcIHHbCVOc","http://www.mimozadis.com/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Batıkent, Kürşat Tüzmen Blv. No:35/A B Blok, 27560 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","13851696592101217083","Şehitkamil","false","TR","0x1531e1987e979aa9:0xc03b1ca93cae933b",,"https://lh5.googleusercontent.com/p/AF1QipNl24l_I6sRtlN8vfPu25nhqQh4oxKvHtu_n7a5=w408-h408-k-no","1","false","/g/11cshrfs2v","37.075671","37.333625","Batıkent","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 342 255 53 80","+903422555380","ChIJqZqXfpjhMRURO5OuPKkcO8A","27560",,"17","60",,,,,,"2024-12-13T09:44:07.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Kürşat Tüzmen Blv. No:35/A B Blok","Dentgroup Gaziantep-Şehitkamil","false","Dr. Emek Erdem - Aesthetic Dentistry Clinic","4.4","https://www.google.com/maps/search/?api=1&query=Dr.%20Emek%20Erdem%20-%20Aesthetic%20Dentistry%20Clinic&query_place_id=ChIJqZqXfpjhMRURO5OuPKkcO8A","https://dentgroup.com.tr/dentgroup-gaziantep/"
"true",,,,,,,"true",,,,,"true",,,,,"true",,,"true","true","true","true",,"true","Atatürk, Cemil Sait Barlas Cad. 12/A, 27560 Şehitkamil/Gaziantep, Türkiye","Dentist","Cosmetic dentist","Dental clinic","Emergency dental service","Teeth whitening service",,,,,,"Dentist","14370148713432075705","Şehitkamil","false","TR","0x1531e1f88ab9974f:0xc76d061e59a7cdb9",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wugtrP1L8gwmXitgeYp3pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.14447&pitch=0&thumbfov=100","23","false","/g/11h4lp69m5","37.0830099","37.3403233","Atatürk","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 531 391 60 90","+905313916090","ChIJT5e5ivjhMRURuc2nWR4Gbcc","27560",,"19","2",,,,,,"2024-12-13T09:44:07.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Cemil Sait Barlas Cad. 12/A",,"false","Diş Hekimi Selin Yıldız Kliniği ve Gülüş tasarımı Gaziantep dental clinic","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Selin%20Y%C4%B1ld%C4%B1z%20Klini%C4%9Fi%20ve%20G%C3%BCl%C3%BC%C5%9F%20tasar%C4%B1m%C4%B1%20Gaziantep%20dental%20clinic&query_place_id=ChIJT5e5ivjhMRURuc2nWR4Gbcc","http://www.mahmutyildiz.com.tr/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Batıkent, Hasan Celal Güzel Cd. 114/B, 27560 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Cosmetic dentist","Dental implants provider","Oral and maxillofacial surgeon","Orthodontist","Pediatric dentist","Prosthodontist",,,,"Dental clinic","15301301163680466772","Şehitkamil","false","TR","0x1531e19842a56c6f:0xd4592456ae720754",,"https://lh5.googleusercontent.com/p/AF1QipP9eT6SkgAYwntp_8fLCafufdIfwle25HVvI7Ub=w408-h272-k-no","5","false","/g/11c5q_v2vk","37.0780849","37.3311616","Batıkent","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 342 502 00 32","+903425020032","ChIJb2ylQpjhMRURVAdyrlYkWdQ","27560",,"20","26",,,,,,"2024-12-13T09:44:07.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Hasan Celal Güzel Cd. 114/B",,"false","Gülüş Akademisi Ağız ve Diş Sağlığı Polikliniği","4.5","https://www.google.com/maps/search/?api=1&query=G%C3%BCl%C3%BC%C5%9F%20Akademisi%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJb2ylQpjhMRURVAdyrlYkWdQ","http://www.gulusakademisi.com/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Batıkent Mh. Kürşat Tüzmen Bulv. Arı Apt. Altı No 5/C, 27400 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14978921819089276490","Şehitkamil","false","TR","0x1531e15addae276b:0xcfdfd208612a0e4a",,"https://lh5.googleusercontent.com/p/AF1QipOjiIzNqbcjFxIAkiuxNaC5ML354iF4zavHglZi=w408-h306-k-no","20","false","/g/11f2rvpq0y","37.0735351","37.3383326","Batıkent","Monday","8:30 AM to 6:30 PM","Tuesday","8:30 AM to 6:30 PM","Wednesday","8:30 AM to 6:30 PM","Thursday","8:30 AM to 6:30 PM","Friday","8:30 AM to 6:30 PM","Saturday","Closed","Sunday","Closed","false","+90 538 393 19 69","+905383931969","ChIJayeu3VrhMRURSg4qYQjS388","27400",,"32","19","17","0","1","1","0","2024-12-13T09:44:08.685Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Batıkent Mh. Kürşat Tüzmen Bulv. Arı Apt. Altı No 5/C",,"false","Özel İbrahimli Ağız ve Diş Sağlığı Polikliniği ve İmplant Tedavileri","4.7","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20%C4%B0brahimli%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20ve%20%C4%B0mplant%20Tedavileri&query_place_id=ChIJayeu3VrhMRURSg4qYQjS388","http://www.ibrahimlidis.com/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Batıkent, Ali İhsan Göğüş Cd. No: 136, 27560 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","2259597984546221422","Şehitkamil","false","TR","0x1531e11ff0b09b1f:0x1f5bb4652410ed6e",,"https://lh5.googleusercontent.com/p/AF1QipNHphT6dj1BoAa7ljN79ZNhtZ83ftt0mbtBklTN=w408-h272-k-no","7","false","/g/11rfqpgn6t","37.0740478","37.3286941","Batıkent","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 539 579 09 69","+905395790969","ChIJH5uw8B_hMRURbu0QJGW0Wx8","27560",,"35","4","3","0","1","0","0","2024-12-13T09:44:08.685Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Ali İhsan Göğüş Cd. No: 136",,"false","Elit Dental","4","https://www.google.com/maps/search/?api=1&query=Elit%20Dental&query_place_id=ChIJH5uw8B_hMRURbu0QJGW0Wx8","https://theelitdental.com/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Batıkent Mahallesi 09085 nolu sokak no:1 iç kapı no:1, 27090 Şehitkamil/Gaziantep, Türkiye","Orthodontist","Dentist",,,,,,,,,"Orthodontist","6930455126541601151","Şehitkamil","false","TR","0x1531e5780dd2a0d5:0x602dec37ed4c097f",,"https://lh5.googleusercontent.com/p/AF1QipNxO8IDl9O5x1lxlicGxFaTFMC6cTSNXFBRUzRA=w408-h266-k-no","5","false","/g/11q2vn2l87","37.074219","37.3285757","Batıkent","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 850 333 8344","+908503338344","ChIJ1aDSDXjlMRURfwlM7TfsLWA","27090",,"37","4","4","0","0","0","0","2024-12-13T09:44:08.685Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Batıkent Mahallesi 09085 nolu sokak no:1 iç kapı no:1",,"false","Uzm. Dt. Mahmut Erçil, Protetik Diş Tedavisi","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20Mahmut%20Er%C3%A7il%2C%20Protetik%20Di%C5%9F%20Tedavisi&query_place_id=ChIJ1aDSDXjlMRURfwlM7TfsLWA","https://www.doktortakvimi.com/mahmut-ercil/protetik-dis-tedavisi-dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=247400&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,"true",,,"Özel DentaLike Ağız ve Diş Sağlığı Polikliniği Batıkent mahallesi kürşat tüzmen bulvarı 09029, 58020 Nolu Sk 16/A, 27560 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Beautician","Dental hygienist","Dental implants provider",,,,,,,"Dental clinic","8610015511679815813","Şehitkamil","false","TR","0x1531e1bfcf19f711:0x777ceb7d74475085",,"https://lh5.googleusercontent.com/p/AF1QipPGH9JN8HmYWCbbd_oG0BSBsdQgLct3ZRafNfyo=w408-h471-k-no","12","false","/g/11rnb2lk04","37.0747184","37.3367385","Batıkent","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 342 999 17 78","+903429991778","ChIJEfcZz7_hMRURhVBHdH3rfHc","27560",,"39","4","4","0","0","0","0","2024-12-13T09:44:08.686Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Özel DentaLike Ağız ve Diş Sağlığı Polikliniği Batıkent mahallesi kürşat tüzmen bulvarı 09029, 58020 Nolu Sk 16/A",,"false","Özel DentaLike Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20DentaLike%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJEfcZz7_hMRURhVBHdH3rfHc","https://linktr.ee/dentalike2707/"
,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,"15 Temmuz Mahallesi Prof.Dr.Necmettin Erbakan Caddesi No:57, D:1, 27500 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","1789302073887885143","Şehitkamil","false","TR","0x152e23d420166ae1:0x18d4e0c18df50757",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IkMDVuUqM04pUBMR741gEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.73665&pitch=0&thumbfov=100","2","false","/g/11h4vn6s_g","37.0661927","37.3780242","İncili Pınar",,,,,,,,,,,,,,,"false","+90 850 811 3627","+908508113627","ChIJ4WoWINQjLhURVwf1jcHg1Bg","27500",,"18","1",,,,,,"2024-12-13T09:44:08.931Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.03542101348309,37.413591668169964,16z?hl=en","diş hekimleri","Gaziantep","15 Temmuz Mahallesi Prof.Dr.Necmettin Erbakan Caddesi No:57, D:1",,"false","Dt. Adnan Aykan","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Adnan%20Aykan&query_place_id=ChIJ4WoWINQjLhURVwf1jcHg1Bg","https://www.doktorsitesi.com/dt-adnan-aykan/dis-hekimi/gaziantep"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Değirmiçem, Mithat Enç Cd. No : 18/A, 27090 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","8348789782172613742","Şehitkamil","false","TR","0x1531e106474a451b:0x73dcdc12b6cf3c6e",,"https://lh5.googleusercontent.com/p/AF1QipP9ew5rOoontnUp0J_t7347d67R6Z4dLZuv_pNX=w426-h240-k-no","13","false","/g/11mmccgwxx","37.0702896","37.3624076","Değirmiçem",,,,,,,,,,,,,,,"false","+90 552 884 27 06","+905528842706","ChIJG0VKRwbhMRURbjzPthLc3HM","27090",,"19","12",,,,,,"2024-12-13T09:44:08.931Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.03542101348309,37.413591668169964,16z?hl=en","diş hekimleri","Gaziantep","Mithat Enç Cd. No : 18/A",,"false","Dt. Cihad Küçükdurmaz, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Cihad%20K%C3%BC%C3%A7%C3%BCkdurmaz%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJG0VKRwbhMRURbjzPthLc3HM","https://www.doktortakvimi.com/cihad-kucukdurmaz/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=153776&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Değirmiçem, Saliha Cahit Apartmanı, Maraşal Fevzi Çakmak Blv. No:64/A, 27090 Şehitkamil/Gaziantep, Türkiye","Dentist","Oral surgeon",,,,,,,,,"Dentist","2878958793659454655","Şehitkamil","false","TR","0x1531e1d38285fccb:0x27f41dc4fb0f14bf",,"https://lh5.googleusercontent.com/p/AF1QipOJfH-y9TLLWm54WJAvwqXZQtk8dRlPKjVaK78K=w408-h612-k-no","3","false","/g/11frsxv5dx","37.0706292","37.3595428","Değirmiçem",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJy_yFgtPhMRURvxQP-8Qd9Cc","27090",,"7","11",,,,,,"2024-12-13T09:44:09.256Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.379261699999994,16z?hl=en","diş hekimleri","Gaziantep","Saliha Cahit Apartmanı, Maraşal Fevzi Çakmak Blv. No:64/A",,"false","Uzm. Dt. Naci Kazaz","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20Naci%20Kazaz&query_place_id=ChIJy_yFgtPhMRURvxQP-8Qd9Cc","https://www.doktortakvimi.com/naci-kazaz/dis-hekimi-agiz-dis-ve-cene-cerrahisi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=238391"
"true",,,,,,,"true",,,,,"true",,,"true",,,"true",,,,,"true",,,"Batıkent, Kürşat Tüzmen Blv. No:54, 27560 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Cosmetic dentist","Dental hygienist","Dental implants periodontist","Dental radiology","Endodontist","Oral surgeon","Orthodontist","Pediatric dentist","Periodontist","Dental clinic","3523246268403437476","Şehitkamil","false","TR","0x1531e1184968cbf7:0x30e515d06c684fa4",,"https://lh5.googleusercontent.com/p/AF1QipOMESnm1XrvflKuLhUWASF518Q7hGk3dZKFwq75=w426-h240-k-no","16","false","/g/11fk2gf4mr","37.0785219","37.3269095","Batıkent","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 342 988 03 47","+903429880347","ChIJ98toSRjhMRURpE9obNAV5TA","27560",,"41","5","5","0","0","0","0","2024-12-13T09:44:09.760Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Kürşat Tüzmen Blv. No:54",,"false","Academy of Dental Arts Diş Estetiği ve Ortodonti Kliniği - ADA Ortodonti Estetik","5","https://www.google.com/maps/search/?api=1&query=Academy%20of%20Dental%20Arts%20Di%C5%9F%20Esteti%C4%9Fi%20ve%20Ortodonti%20Klini%C4%9Fi%20-%20ADA%20Ortodonti%20Estetik&query_place_id=ChIJ98toSRjhMRURpE9obNAV5TA","http://klinikada.com/"
,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Batıkent, Kürşat Tüzmen Blv. Florya Sitesi No:29/B B Blok, 27000 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","17900143436945109611","Şehitkamil","false","TR","0x1531e1c99e4d5791:0xf86a159deba7326b",,"https://lh5.googleusercontent.com/p/AF1QipOPbl_gTpwimrZRyM3jGTsykeHF9EKxVfY-KLwP=w408-h544-k-no","7","false","/g/11ssqjd2j8","37.0749245","37.3356552","Batıkent",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJkVdNnsnhMRURazKn650Vavg","27000",,"47","3","3","0","0","0","0","2024-12-13T09:44:09.761Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Kürşat Tüzmen Blv. Florya Sitesi No:29/B B Blok",,"false","Dt. Murat Özkaya, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Murat%20%C3%96zkaya%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJkVdNnsnhMRURazKn650Vavg","https://www.doktortakvimi.com/murat-ozkaya-2/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=126563&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Batıkent, Cemil Sait Barlas Cad. 55/C, 27000 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","13743325750336123405","Şehitkamil","false","TR","0x1531e1b7fec32f2d:0xbeba19f46543720d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6o4GbpBXWekGE6aMSpPjIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.81116&pitch=0&thumbfov=100","1","false","/g/11t7cshp0l","37.0754644","37.3354393","Batıkent",,,,,,,,,,,,,,,"false",,,"ChIJLS_D_rfhMRURDXJDZfQZur4","27000",,"48","3","3","0","0","0","0","2024-12-13T09:44:09.761Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Cemil Sait Barlas Cad. 55/C",,"false","Dt. Süleyman Yerleşmiş","5","https://www.google.com/maps/search/?api=1&query=Dt.%20S%C3%BCleyman%20Yerle%C5%9Fmi%C5%9F&query_place_id=ChIJLS_D_rfhMRURDXJDZfQZur4","https://www.doktortakvimi.com/suleyman-yerlesmis/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=263700&utm_content=url_appointment"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"İbrahimli, Sakıcı Plaza, Adnan İnanıcı, 1 Nolu Cd., Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","17703817589702572756","Şehitkamil","true","TR","0x1531e17582efe991:0xf5b0984c8a88bad4",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yeZ8GwPBS41NspSGdhouZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.16324&pitch=0&thumbfov=100","1","false","/g/11q9m9bryj","37.0757849","37.3405233","İbrahimli",,,,,,,,,,,,,,,"false","+90 342 341 04 55","+903423410455","ChIJkenvgnXhMRUR1LqIikyYsPU",,,"52","0",,,,,,"2024-12-13T09:44:09.761Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Sakıcı Plaza, Adnan İnanıcı, 1 Nolu Cd.",,"false","Gürdent Ağız ve Diş Sağlığı Polikliniği",,"https://www.google.com/maps/search/?api=1&query=G%C3%BCrdent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJkenvgnXhMRUR1LqIikyYsPU","http://gurdent.com.tr/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Atatürk, Adnan İnanıcı Cd. 26/G, 27000 Şehitkamil/Gaziantep, Türkiye","Orthodontist","Dentist",,,,,,,,,"Orthodontist","1956565867598800042","Şehitkamil","false","TR","0x1531e1b889b57863:0x1b271e4a4de164aa",,"https://lh5.googleusercontent.com/p/AF1QipMxZW0icgM8gFaiYhDaX4oOfJ3P2sgEZDUdFdjG=w408-h408-k-no","3","false","/g/11j_67k2qs","37.0778809","37.3352623","Atatürk",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJY3i1ibjhMRURqmThTUoeJxs","27000",,"53","2","2","0","0","0","0","2024-12-13T09:44:09.761Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.32776674774504,16z?hl=en","diş hekimleri","Gaziantep","Adnan İnanıcı Cd. 26/G",,"false","Doç. Dr. Eren İşman, Ortodonti","5","https://www.google.com/maps/search/?api=1&query=Do%C3%A7.%20Dr.%20Eren%20%C4%B0%C5%9Fman%2C%20Ortodonti&query_place_id=ChIJY3i1ibjhMRURqmThTUoeJxs","https://www.doktortakvimi.com/eren-isman/ortodonti-dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=128998&utm_content=website"
