"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,"true",,"true","true","true","Çankaya, Zeytinlibahçe Cd. Özdoğan Apt No:25/1, 33070 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","9732032560223532644","Akdeniz","false","TR","0x1527f31ee45264f5:0x870f200d0ea8b664",,"https://lh5.googleusercontent.com/p/AF1QipP1W7_xVfElmyeMN8QcOQblJ1L8RLz00OriF6DT=w408-h306-k-no","8","false","/g/11y50hxry1","36.7998996","34.6259352","Çankaya","Monday","10 AM to 6:30 PM","Tuesday","10 AM to 6:30 PM","Wednesday","10 AM to 6:30 PM","Thursday","10 AM to 6:30 PM","Friday","10 AM to 6:30 PM","Saturday","10 AM to 2:30 PM","Sunday","Closed","false",,,"ChIJ9WRS5B7zJxURZLaoDg0gD4c","33070",,"18","1",,,,,,"2024-12-13T09:44:24.546Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8390975486533,34.64700427907754,16z?hl=en","diş hekimleri","Mersin","Zeytinlibahçe Cd. Özdoğan Apt No:25/1",,"false","DİŞ HEKİMİ COŞKUN ÇELİK","5","https://www.google.com/maps/search/?api=1&query=D%C4%B0%C5%9E%20HEK%C4%B0M%C4%B0%20CO%C5%9EKUN%20%C3%87EL%C4%B0K&query_place_id=ChIJ9WRS5B7zJxURZLaoDg0gD4c","https://www.doktorsitesi.com/dt-coskun-celik/dis-hekimi-agiz-dis-ve-cene-cerrahisi/mersin"
,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Gmk Bulv. Gazi Mah. 1330 sokak. Eyüp Seçme apt. A blok Kat: 2, D:4, 33000 Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","14231712764184479166","Yenişehir","false","TR","0x1527f37396e6057b:0xc581335b2e9bc5be",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oE7mR_CUtNGVJ5rPC8HUfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.85868&pitch=0&thumbfov=100","2","false","/g/11hzk56x4g","36.7841901","34.5990318","Gazi",,,,,,,,,,,,,,,"false",,,"ChIJewXmlnPzJxURvsWbLlszgcU","33000",,"12","7",,,,,,"2024-12-13T09:44:25.695Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gmk Bulv. Gazi Mah. 1330 sokak. Eyüp Seçme apt. A blok Kat: 2, D:4",,"false","Dt. Mustafa Özdemir","4.4","https://www.google.com/maps/search/?api=1&query=Dt.%20Mustafa%20%C3%96zdemir&query_place_id=ChIJewXmlnPzJxURvsWbLlszgcU","https://www.doktorsitesi.com/dt-mustafa-ozdemir/dis-hekimi/mersin"
"true",,,,,"true",,,,"true",,,,"true",,"true",,,,"true",,,,,,,,,,,"true",,"Güvenevler, Hüseyin Okan Merzeci Blv No:528 A, 33140 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","13008495572967283479","Yenişehir","false","TR","0x1527f53b85d7718b:0xb48775cd38f4db17",,"https://lh5.googleusercontent.com/p/AF1QipNW1NsvCXe8FtIpjTJmt5RVFKUNvYU8U7WEQ3-8=w408-h306-k-no","50","false","/g/11q41y_wyq","36.7871584","34.5841413","Güvenevler","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 507 704 08 08","+905077040808","ChIJi3HXhTv1JxURF9v0OM11h7Q","33140",,"13","46",,,,,,"2024-12-13T09:44:25.695Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Hüseyin Okan Merzeci Blv No:528 A",,"false","Mersin VİZYON DENT Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=Mersin%20V%C4%B0ZYON%20DENT%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJi3HXhTv1JxURF9v0OM11h7Q","https://www.vizyondentmersin.com/"
"true",,,,,"true",,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,"true",,"Güvenevler mah. GMK bulvarı, no:292 içel apt. K:1 D:9, 33140 Yenişehir/Mersin, Türkiye","Dental clinic","Dentist","Orthodontist",,,,,,,"Dental clinic","6244408831387567112","Yenişehir","false","TR","0x1527f5a0426a1bb1:0x56a898bf732b0408",,"https://lh5.googleusercontent.com/p/AF1QipOEHQB452tljtHlAP5Eh3G9YxFXW4HKohZ6vcwL=w408-h592-k-no","19","false","/g/11lfzcp8_k","36.783736","34.5960912","Güvenevler","Monday","8:30 AM to 6:30 PM","Tuesday","8:30 AM to 6:30 PM","Wednesday","8:30 AM to 6:30 PM","Thursday","8:30 AM to 6:30 PM","Friday","8:30 AM to 6:30 PM","Saturday","8:30 AM to 5 PM","Sunday","Closed","false","+90 545 334 04 33","+905453340433","ChIJsRtqQqD1JxURCAQrc7-YqFY","33140",,"17","55",,,,,,"2024-12-13T09:44:25.695Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Güvenevler mah. GMK bulvarı, no:292 içel apt. K:1 D:9",,"false","DENTAL REFORM","4.8","https://www.google.com/maps/search/?api=1&query=DENTAL%20REFORM&query_place_id=ChIJsRtqQqD1JxURCAQrc7-YqFY","https://dentareform.com/"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler, 1901. Sk. no:25 kat:2 D:3, 33140 Yenişehir/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","5580576571121218712","Yenişehir","false","TR","0x1527f501d86bfc15:0x4d7230d3038c3498",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xdUoEH9MObJmSwa_o7thIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.61435&pitch=0&thumbfov=100","3","false","/g/11t0vsck2g","36.7837181","34.594605","Güvenevler","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 324 232 20 72","+903242322072","ChIJFfxr2AH1JxURmDSMA9Mwck0","33140",,"39","70","62","3","3","0","2","2024-12-13T09:44:28.220Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","1901. Sk. no:25 kat:2 D:3",,"false","Hospitadent Mersin Yenişehir Diş Hastanesi","4.7","https://www.google.com/maps/search/?api=1&query=Hospitadent%20Mersin%20Yeni%C5%9Fehir%20Di%C5%9F%20Hastanesi&query_place_id=ChIJFfxr2AH1JxURmDSMA9Mwck0","http://www.hospitadent.com/"
,,"false",,,,,"false",,,,,,,,,,"true",,,,,,,,,,,,,"true",,"Çankaya, Hocaoğlu İşhanı, İstiklal Cd. No:75 Kat:2 No:4, 33070 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","4598884472614724478","Akdeniz","false","TR","0x1527f31e153e8d05:0x3fd2850fd942a37e",,"https://lh5.googleusercontent.com/p/AF1QipPC7_VAQiHMJuYyM1N5G3aPY3P51igA4oaZSyn7=w426-h240-k-no","8","false","/g/11tcfcw5ng","36.7976388","34.6258835","Çankaya","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","+90 546 901 96 96","+905469019696","ChIJBY0-FR7zJxURfqNC2Q-F0j8","33070",,"2","20",,,,,,"2024-12-13T09:44:29.368Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8115912495511,34.64700427907754,16z?hl=en","diş hekimleri","Mersin","Hocaoğlu İşhanı, İstiklal Cd. No:75 Kat:2 No:4",,"false","Diş Hekimi Muhammet Kayapınar","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Muhammet%20Kayap%C4%B1nar&query_place_id=ChIJBY0-FR7zJxURfqNC2Q-F0j8","https://www.doktortakvimi.com/muhammet-kayapinar-2/dis-hekimi/mersin?utm_source=google&utm_medium=gmb&utm_campaign=266001&utm_content=url_appointment"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Nusratiye, 5007. Sk. Hocaoğlu Apt No:57 B Blok Kat.1/4, 33050 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","4280553944392399725","Akdeniz","false","TR","0x1527f3e56195ecaf:0x3b6795221167fb6d",,"https://lh5.googleusercontent.com/p/AF1QipNPBFJsHc4c8X0XfgbcVBGziXIpWyrlqj7Pz90c=w408-h270-k-no","21","false","/g/11k5f55gzg","36.8073514","34.6222456","Nusratiye","Monday","8 AM to 6 PM","Tuesday","8 AM to 6 PM","Wednesday","8 AM to 6 PM","Thursday","8 AM to 6 PM","Friday","8 AM to 6 PM","Saturday","8 AM to 1 PM","Sunday","Closed","false","+90 324 337 00 07","+903243370007","ChIJr-yVYeXzJxURbftnESKVZzs","33050",,"11","21",,,,,,"2024-12-13T09:44:29.369Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8115912495511,34.64700427907754,16z?hl=en","diş hekimleri","Mersin","5007. Sk. Hocaoğlu Apt No:57 B Blok Kat.1/4",,"false","Özel Eticadent Ağız ve Diş Sağlığı Polikliniği (Dt. Aslı Kale Toker)","4.8","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Eticadent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20(Dt.%20Asl%C4%B1%20Kale%20Toker)&query_place_id=ChIJr-yVYeXzJxURbftnESKVZzs","https://www.doktorsitesi.com/dt-asli-kale-toker/dis-hekimi/mersin"
,,,"true",,,,,"true",,,,"true",,,,,,"true",,,"true",,,,,,,,,"true",,"Osmaniye, Kuvayi Milliye Cd. No:201/A, 33080 Toroslar/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","5227709940738370158","Toroslar","false","TR","0x1527f3b806f111d5:0x488c8e7e567d2a6e",,"https://lh5.googleusercontent.com/p/AF1QipN-Aeui-pG29-bHZjMJ84RceiJw235KQbYGQbkg=w408-h612-k-no","14","false","/g/11nx0m_618","36.8123931","34.6192175","Osmaniye","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","+90 324 323 33 68","+903243233368","ChIJ1RHxBrjzJxURbip9Vn6OjEg","33080",,"8","42",,,,,,"2024-12-13T09:44:29.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8253443991022,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Kuvayi Milliye Cd. No:201/A",,"false","Özel Dent33 ağız ve diş sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Dent33%20a%C4%9F%C4%B1z%20ve%20di%C5%9F%20sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ1RHxBrjzJxURbip9Vn6OjEg","http://www.dent33.com.tr/"
,,,"true",,,,,"true",,,"true",,,"true",,,,"true",,,,,,,,,,,,,,"Tozkoparan, Kuvayi Milliye Cd. NO:180 A, 33080 Toroslar/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","302149671817137523","Toroslar","false","TR","0x1527f3a2fa165623:0x431738691a94d73",,"https://lh5.googleusercontent.com/p/AF1QipOmRrqcPzBkgc-qqYNj3OI1P0w62JnjQ6pj6yD3=w499-h240-k-no","10","false","/g/11qn935mx3","36.8147011","34.6176195","Tozkoparan","Monday","8 AM to 12 am","Tuesday","8 AM to 12 am","Wednesday","8 AM to 12 am","Thursday","8 AM to 12 am","Friday","8 AM to 12 am","Saturday","8 AM to 12 am","Sunday","8 AM to 12 am","false","+90 530 717 00 85","+905307170085","ChIJI1YW-qLzJxURc02pkYZzMQQ","33080",,"11","63",,,,,,"2024-12-13T09:44:29.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8253443991022,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Kuvayi Milliye Cd. NO:180 A",,"false","Çamlıbel Ağız ve Diş Sağlığı Polikliniği Toroslar Şubesi","4","https://www.google.com/maps/search/?api=1&query=%C3%87aml%C4%B1bel%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20Toroslar%20%C5%9Eubesi&query_place_id=ChIJI1YW-qLzJxURc02pkYZzMQQ","https://tr-tr.facebook.com/Camlibelagizvedissagligipoliklinigi"
,,,"true",,,,,"true",,,"true",,,"true",,"true",,,,"true",,,,,,,,,,"true",,"Bahçe Mah. İstiklal Cad. No:94 Tevfik Sırrı Gür Lisesi Karşısı, 33100 Akdeniz/Mersin, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dental radiology","Dentist","Emergency dental service","Oral surgeon","Pediatric dentist","Teeth whitening service","Dental clinic","16812548039706735167","Akdeniz","false","TR","0x1527f34422b86d55:0xe9522b5d8be8f23f",,"https://lh5.googleusercontent.com/p/AF1QipO3GMYZOjYiHeH3zedMRlBZVBLNVEbF-ospiWFZ=w408-h544-k-no","87","false","/g/11swcqrtfs","36.7973111","34.6249837","Bahçe","Monday","8 AM to 6:30 PM","Tuesday","8 AM to 6:30 PM","Wednesday","8 AM to 6:30 PM","Thursday","8 AM to 6:30 PM","Friday","8 AM to 6:30 PM","Saturday","8 AM to 5 PM","Sunday","Closed","false","+90 546 229 35 59","+905462293559","ChIJVW24IkTzJxURP_Loi10rUuk","33100",,"14","241",,,,,,"2024-12-13T09:44:29.502Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8253443991022,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Bahçe Mah. İstiklal Cad. No:94 Tevfik Sırrı Gür Lisesi Karşısı",,"false","Özel Diş Sağlığı Polikliniği | Çarşı Akdeniz Ağız","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20%7C%20%C3%87ar%C5%9F%C4%B1%20Akdeniz%20A%C4%9F%C4%B1z&query_place_id=ChIJVW24IkTzJxURP_Loi10rUuk","https://www.akdenizagizdis.com/carsi/"
"true",,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,"Gazi, Gazi Mustafa Kemal Blv. NO:355 KAT:1 NO:2, 33130 Yenişehir/Mersin, Türkiye","Dentist","Doctor",,,,,,,,"Dentist","12769944015248006597","Yenişehir","false","TR","0x1527f3a38d04350f:0xb137f46c7e7b9dc5",,"https://lh5.googleusercontent.com/p/AF1QipNHKPWua7EHinGweoJCuFB15WceeTmhePTkltTk=w408-h477-k-no","8","false","/g/11g0g6k2q3","36.7839212","34.5976701","Gazi","Monday","9:30 AM to 3 PM","Tuesday","9:30 AM to 3 PM","Wednesday","9:30 AM to 3 PM","Thursday","9:30 AM to 3 PM","Friday","9:30 AM to 3 PM","Saturday","Closed","Sunday","Closed","false","+90 324 327 10 11","+903243271011","ChIJDzUEjaPzJxURxZ17fmz0N7E","33130",,"43","18","14","0","4","0","0","2024-12-13T09:44:30.640Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi Mustafa Kemal Blv. NO:355 KAT:1 NO:2",,"false","DİŞ HEKİMİ SİNEM KURU","4.1","https://www.google.com/maps/search/?api=1&query=D%C4%B0%C5%9E%20HEK%C4%B0M%C4%B0%20S%C4%B0NEM%20KURU&query_place_id=ChIJDzUEjaPzJxURxZ17fmz0N7E","https://www.doktortakvimi.com/profil-duzenleme/sinem-kuru"
"true",,,,,"true",,,,,,,,,,"true",,,,"true",,,"true",,,,,,,,,"true","Güvenevler, Gazi Mustafa Kemal Blv. Akdeniz Apt Kat 2 No:7, 33140 Yenişehir/Mersin, Türkiye","Dental clinic","Dental implants periodontist","Dental radiology","Dentist","Periodontist",,,,,"Dental clinic","7153104024754682802","Yenişehir","false","TR","0x1527f5be8a138731:0x6344ee3634eb7bb2",,"https://lh5.googleusercontent.com/p/AF1QipOWE0ehVbMqprE5Zc6fqvqf2wl2Tc3HD3ie7eNa=w408-h544-k-no","18","false","/g/11vzblqhv7","36.7831788","34.5944806","Güvenevler","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 530 970 33 93","+905309703393","ChIJMYcTir71JxURsnvrNDbuRGM","33140",,"47","14","14","0","0","0","0","2024-12-13T09:44:30.640Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi Mustafa Kemal Blv. Akdeniz Apt Kat 2 No:7",,"false","Uzm.Dt. Ece AYTAC & Uzm.Dt. Ege Nadir AYTAC --- Restoratif Diş Tedavisi & Periodontoloji --- Diş Kliniği","5","https://www.google.com/maps/search/?api=1&query=Uzm.Dt.%20Ece%20AYTAC%20%26%20Uzm.Dt.%20Ege%20Nadir%20AYTAC%20---%20Restoratif%20Di%C5%9F%20Tedavisi%20%26%20Periodontoloji%20---%20Di%C5%9F%20Klini%C4%9Fi&query_place_id=ChIJMYcTir71JxURsnvrNDbuRGM","https://www.instagram.com/uzm.dt.egenadiraytac/?hl=en"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Gazi, Gazi Mustafa Kemal Blv. 309/A, 33130 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","17617520544184271911","Yenişehir","false","TR","0x1527f35c4442ead3:0xf47e0197e3400427",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ehhFHcbizunQOouYAcSQoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.0518&pitch=0&thumbfov=100","1","false","/g/11c4b37w_l","36.785819","34.6044265","Gazi","Monday","9 AM to 7:30 PM","Tuesday","9 AM to 7:30 PM","Wednesday","9 AM to 7:30 PM","Thursday","9 AM to 7:30 PM","Friday","9 AM to 7:30 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 4442133",,"ChIJ0-pCRFzzJxURJwRA45cBfvQ","33130",,"51","86","57","2","24","2","1","2024-12-13T09:44:30.640Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Gazi Mustafa Kemal Blv. 309/A","Özel İdealdent Ağız ve Diş Sağlığı Polikliniği","false","İdealdent Oral and Dental Health Clinic","3.8","https://www.google.com/maps/search/?api=1&query=%C4%B0dealdent%20Oral%20and%20Dental%20Health%20Clinic&query_place_id=ChIJ0-pCRFzzJxURJwRA45cBfvQ","http://www.mersinidealdent.com/"
"true",,,,,"true",,,,"true",,,,"true",,"true",,,,"true",,,,,,,,,,,,,"Güvenevler, Güvenenler,1928 sk. No:7 Ekinci global yanı palm ofis dükkanlar, 1928. Sk. No:7, 33140 Yenişehir/Mersin, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dental radiology","Dentist","Emergency dental service","Oral surgeon","Pediatric dentist","Teeth whitening service","Dental clinic","12470400738214318312","Yenişehir","false","TR","0x1527f5e963b8a519:0xad0fc366800890e8",,"https://lh5.googleusercontent.com/p/AF1QipNn0Zjatw-P6IzUyj_EX8_j8zJVjDto9E3eGMYE=w408-h544-k-no","87","false","/g/11s3sn4471","36.787681","34.588872","Güvenevler","Monday","9 AM to 11 PM","Tuesday","9 AM to 11 PM","Wednesday","9 AM to 11 PM","Thursday","9 AM to 11 PM","Friday","9 AM to 11 PM","Saturday","9 AM to 9:30 PM","Sunday","10 AM to 5 PM","false","+90 546 229 35 58","+905462293558","ChIJGaW4Y-n1JxUR6JAIgGbDD60","33140",,"53","465","459","1","5","0","0","2024-12-13T09:44:30.640Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Güvenenler,1928 sk. No:7 Ekinci global yanı palm ofis dükkanlar, 1928. Sk. No:7",,"false","Forum Akdeniz Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Forum%20Akdeniz%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJGaW4Y-n1JxUR6JAIgGbDD60","https://www.akdenizagizdis.com/forum/"
,,"false",,,,,"false",,,,,,,,,,"true",,,,,,,,,,,,,"true",,"Güvenevler mh Dumlupınar cd no 16 Doğan Yıldız İş mer. E blok k:1 no:6, 33140 Yenişehir/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","5005286152090457174","Yenişehir","false","TR","0x1527f5758b6a5875:0x4576593c76889456",,"https://lh5.googleusercontent.com/p/AF1QipOtlp_qifQ51uuGr9o5ozGr7zOpiONoJFH6lykJ=w426-h240-k-no","7","false","/g/11hz9c_4b5","36.782566","34.587291","Güvenevler","Monday","9 AM to 5:15 PM","Tuesday","9 AM to 5:15 PM","Wednesday","9 AM to 5:15 PM","Thursday","9 AM to 5:15 PM","Friday","9 AM to 5:15 PM","Saturday","Closed","Sunday","Closed","false","+90 324 331 11 81","+903243311181","ChIJdVhqi3X1JxURVpSIdjxZdkU","33140",,"55","7","6","0","1","0","0","2024-12-13T09:44:30.640Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Güvenevler mh Dumlupınar cd no 16 Doğan Yıldız İş mer. E blok k:1 no:6",,"false","Diş Hekimi Savaş Yüzbaşıoğlu","4.4","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Sava%C5%9F%20Y%C3%BCzba%C5%9F%C4%B1o%C4%9Flu&query_place_id=ChIJdVhqi3X1JxURVpSIdjxZdkU","https://iyifirma.com/dr-savas-yuzbasioglu/"
,,"true",,,,,"true",,,,,,,,,,"true",,,,"true",,,,,,,,,"true","true","GÜVENEVLER MAH. 1947 SK. BAHÇEKENT 2, NO:3, 33100 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","17642603641138547595","Yenişehir","false","TR","0x1527f577ce09b3d1:0xf4d71e897f138b8b",,"https://lh5.googleusercontent.com/p/AF1QipM7PSfSaeSRnJ_sb955Nr_BcvK9_8F7QwlsbRzS=w408-h612-k-no","19","false","/g/11vr6ntkwx","36.7883594","34.5869917","Güvenevler","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","+90 324 326 00 65","+903243260065","ChIJ0bMJznf1JxURi4sTf4ke1_Q","33100",,"57","12","12","0","0","0","0","2024-12-13T09:44:30.640Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","GÜVENEVLER MAH. 1947 SK. BAHÇEKENT 2, NO:3",,"false","UZMANDENT Ağız ve Diş Sağlığı Polikliniği MERSİN","5","https://www.google.com/maps/search/?api=1&query=UZMANDENT%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20MERS%C4%B0N&query_place_id=ChIJ0bMJznf1JxURi4sTf4ke1_Q","https://www.instagram.com/mersinuzmandent"
