"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible car park","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible entrance","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Assistive hearing loop","additionalInfo/Accessibility/4/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free multi-storey car park","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free of charge street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/Free parking lot","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/4/Paid multi-storey car park","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid street parking","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alacaatlı, 3346. Cd No:60 D:17, 06810 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","9213666542861235637","Çankaya","false","TR","0x14d33f11364909e9:0x7fdd84e7962535b5",,"https://lh5.googleusercontent.com/p/AF1QipPEFks3rPoBzKLR_a2h6Z5L89gJkLOZNsf-sQQa=w408-h544-k-no","60","false","/g/11qn1b7bbz","39.8310052","32.6990329","Alacaatlı","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","9:30 AM to 7 PM","Sunday","Closed","false","+90 532 399 02 30","+905323990230","ChIJ6QlJNhE_0xQRtTUllueE3X8","06810",,"53","57","56","1","0","0","0","2024-12-13T09:42:18.044Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","3346. Cd No:60 D:17",,"false","Uzm.Dr.Derin Demircioğlu Smile Studio - Ortodontist - Şeffaf Plak Ankara - Tel Tedavisi- İnvisalign - İmplant Tedavisi-","5","https://www.google.com/maps/search/?api=1&query=Uzm.Dr.Derin%20Demircio%C4%9Flu%20Smile%20Studio%20-%20Ortodontist%20-%20%C5%9Eeffaf%20Plak%20Ankara%20-%20Tel%20Tedavisi-%20%C4%B0nvisalign%20-%20%C4%B0mplant%20Tedavisi-&query_place_id=ChIJ6QlJNhE_0xQRtTUllueE3X8","https://drderindemircioglu.com/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,"true",,,,,"true",,,,"true",,,,,,,,,"true","Kızılcaşar, 1214. Sk. No:11B, 06770 İncek/Ankara, Türkiye","Dental clinic","Dental implants periodontist",,,,,,,,,"Dental clinic","9627957354199307620","İncek","false","TR","0x14d34e53781c60fd:0x859d6033d9a8d564",,"https://lh5.googleusercontent.com/p/AF1QipPdB_VpRFDyHQ3S9Bv1ZELMfJM9h9VlRHScDeS9=w408-h544-k-no","14","false","/g/1wjspq3n","39.8278707","32.7372863","Kızılcaşar","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 312 430 12 02","+903124301202","ChIJ_WAceFNO0xQRZNWo2TNgnYU","06770",,"55","10","9","0","1","0","0","2024-12-13T09:42:18.044Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","1214. Sk. No:11B","Diş Hekim Sevgi Savaş Akbaş","false","Özel Sevgi Savaş Akbaş ADSP","4.6","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Sevgi%20Sava%C5%9F%20Akba%C5%9F%20ADSP&query_place_id=ChIJ_WAceFNO0xQRZNWo2TNgnYU","https://sevgisavas.com/"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alacaatlı, Beyler Cd. no:36 D:17, 06810 Çankaya/Ankara, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","6127258845138533588","Çankaya","false","TR","0x14d339d092743245:0x55086574bf5a3cd4",,"https://lh5.googleusercontent.com/p/AF1QipPJzGv4m9djM8OSGBE0dZqxvO_GKz1eNMCiEGs=w408-h544-k-no","5","false","/g/11t859kb7z","39.8634347","32.6948216","Alacaatlı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 554 584 33 24","+905545843324","ChIJRTJ0ktA50xQR1Dxav3RlCFU","06810",,"56","21","21","0","0","0","0","2024-12-13T09:42:18.044Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Beyler Cd. no:36 D:17",,"false","Astrodent Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Astrodent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJRTJ0ktA50xQR1Dxav3RlCFU","https://astrodent.com.tr/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kızılay, Selanik Cd No:26 D:12, 06420 Çankaya/Ankara, Türkiye","Dentist","Dental clinic",,,,,,,,,"Dentist","5496450759523930465","Çankaya","false","TR","0x14d34ff604b66261:0x4c4750d826d99161",,"https://lh5.googleusercontent.com/p/AF1QipPVRDBWmq0IrViE_PRhxQF6vSfV9XoXP9Q4rCDU=w408-h543-k-no","17","false","/g/11j19fwg4w","39.9204246","32.8560442","Kızılay","Monday","8 AM to 6 PM","Tuesday","8 AM to 6 PM","Wednesday","8 AM to 6 PM","Thursday","8 AM to 6 PM","Friday","8 AM to 6 PM","Saturday","8 AM to 6 PM","Sunday","Closed","false","+90 312 419 06 00","+903124190600","ChIJYWK2BPZP0xQRYZHZJthQR0w","06420",,"13","38",,,,,,"2024-12-13T09:42:18.299Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.92893568258897,32.893342265101154,13z?hl=en","diş hekimleri","Ankara","Selanik Cd No:26 D:12",,"false","DİŞ HEKİMİ SAMET KADİR","5","https://www.google.com/maps/search/?api=1&query=D%C4%B0%C5%9E%20HEK%C4%B0M%C4%B0%20SAMET%20KAD%C4%B0R&query_place_id=ChIJYWK2BPZP0xQRYZHZJthQR0w","https://www.instagram.com/dt.sametkadir_dis_klinigi"
,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beytepe, 1728. Cad 6-18, 06800 Çankaya/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","5370644891421686419","Çankaya","false","TR","0x14d33fddc2db71ed:0x4a885d12e7f4ba93",,"https://lh5.googleusercontent.com/p/AF1QipNIaHE4WhcS1j84qszhGX1MwGxwPQPl08Y5W-pe=w408-h544-k-no","6","false","/g/11kpyj3k96","39.8405976","32.7179167","Beytepe","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 553 772 12 34","+905537721234","ChIJ7XHbwt0_0xQRk7r05xJdiEo","06800",,"59","53","51","0","2","0","0","2024-12-13T09:42:18.044Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","1728. Cad 6-18",,"false","Karaer Ağız ve Diş Sağlığı Merkezi","4.8","https://www.google.com/maps/search/?api=1&query=Karaer%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Merkezi&query_place_id=ChIJ7XHbwt0_0xQRk7r05xJdiEo","https://www.karaerdent.com/"
,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keklik Pınarı, Dikmen Cd No 435 D:10, 06450 Çankaya/Ankara, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","15268976378693610483","Çankaya","false","TR","0x14d345837ecbca55:0xd3e64d1e2fdcebf3",,"https://lh5.googleusercontent.com/p/AF1QipNJ3dDOzYhhU4jqoCFTucu9mv9OHOsK1HkNflAl=w426-h240-k-no","4","false","/g/11fkrxfhts","39.865939","32.820288","Keklik Pınarı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 552 446 77 74","+905524467774","ChIJVcrLfoNF0xQR8-vcLx5N5tM","06450",,"60","56","46","3","6","0","1","2024-12-13T09:42:18.045Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Dikmen Cd No 435 D:10",,"false","DENTAVEND Ağız ve Diş Sağlığı Polikliniği","4.5","https://www.google.com/maps/search/?api=1&query=DENTAVEND%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJVcrLfoNF0xQR8-vcLx5N5tM","https://www.dentavend.com/"
,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Yukarı Dikmen Mahallesi Turan Güneş Bulv. Ürdün Cad, Ürdün Cd. No:6 D:2B, 06450 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","16774240730141200874","Çankaya","false","TR","0x14d3444d91555555:0xe8ca131200f491ea",,"https://lh5.googleusercontent.com/p/AF1QipOwGCP5-7xQsS9hYoRJTjv8gZsr5eraJJANyn9e=w408-h544-k-no","6","false","/g/11s9hlwvry","39.8524988","32.8414467","Yukarı Dikmen","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","1 to 6 PM","Sunday","Closed","false","+90 312 490 09 15","+903124900915","ChIJVVVVkU1E0xQR6pH0ABITyug","06450",,"61","7","6","1","0","0","0","2024-12-13T09:42:21.022Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Yukarı Dikmen Mahallesi Turan Güneş Bulv. Ürdün Cad, Ürdün Cd. No:6 D:2B",,"false","Diş Hekimi Handan Bulut","4.9","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Handan%20Bulut&query_place_id=ChIJVVVVkU1E0xQR6pH0ABITyug","http://handankoprulubulut.com/"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,"true",,"true",,,,"true",,,,,"true",,,,"true",,"true",,"true",,"true","true","true",,"true","Yaşamkent, 3158. Cd. no:71, 06810 Çankaya/Ankara, Türkiye","Dental clinic","Dental hygienist","Dental implants provider","Dentist","Emergency dental service","Pediatric dentist","Teeth whitening service",,,,"Dental clinic","13143300225761191663","Çankaya","false","TR","0x14d33fd778000bf7:0xb66661eb4ccea6ef",,"https://lh5.googleusercontent.com/p/AF1QipM-bBwrxlXUwQo8hb_maRBk1iscaUPPjeV0-2zM=w408-h725-k-no","87","false","/g/11h1j326y3","39.8639063","32.6527596","Yaşamkent","Monday","8:30 AM to 7:30 PM","Tuesday","8:30 AM to 7:30 PM","Wednesday","8 AM to 7:30 PM","Thursday","8:30 AM to 7:30 PM","Friday","8:30 AM to 7:30 PM","Saturday","8:30 AM to 7:30 PM","Sunday","Closed","false","+90 312 217 64 54","+903122176454","ChIJ9wsAeNc_0xQR76bOTOthZrY","06810",,"62","211","209","0","1","1","0","2024-12-13T09:42:21.022Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","3158. Cd. no:71",,"false","StyleDent Özel Yaşamkent Diş Polikliniği","5","https://www.google.com/maps/search/?api=1&query=StyleDent%20%C3%96zel%20Ya%C5%9Famkent%20Di%C5%9F%20Poliklini%C4%9Fi&query_place_id=ChIJ9wsAeNc_0xQR76bOTOthZrY","https://www.yasamkentdisklinigi.com.tr/"
,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osman Temiz, Dikmen Cd No:307/A, 06450 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","14829816681511634249","Çankaya","false","TR","0x14cabac20978cb05:0xcdce17b339a9c549",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nvOQUTCcNqMvraKUbattgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.57048&pitch=0&thumbfov=100","3","false","/g/11c6043lg5","39.875167","32.835009","Osman Temiz",,,,,,,,,,,,,,,"false","+90 850 474 2232","+908504742232","ChIJBct4CcK6yhQRScWpObMXzs0","06450",,"65","9","7","1","1","0","0","2024-12-13T09:42:21.022Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Dikmen Cd No:307/A",,"false","Diş Hekimi Mustafa Güven","4.4","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Mustafa%20G%C3%BCven&query_place_id=ChIJBct4CcK6yhQRScWpObMXzs0","https://www.doktorsitesi.com/mustafa-guven/dis-hekimi/ankara"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beytepe, 5387. Cad Mira, Kanuni Sultan Süleyman Blv Ofis 15/A Kat:14 No:55, 06800 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","17830401448279132250","Çankaya","false","TR","0x14d34ff35dbc37c7:0xf7724fa5cf49c85a",,"https://lh5.googleusercontent.com/p/AF1QipMFCZr6wScTSFJ8V88V52T-1siE8Qhy7zNz4QPW=w408-h384-k-no","5","false","/g/11pd4qccqx","39.8618247","32.7118068","Beytepe","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","11 AM to 4 PM","Sunday","Closed","false","+90 312 577 83 83","+903125778383","ChIJxze8XfNP0xQRWshJz6VPcvc","06800",,"66","58","55","0","3","0","0","2024-12-13T09:42:21.022Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","5387. Cad Mira, Kanuni Sultan Süleyman Blv Ofis 15/A Kat:14 No:55",,"false","Beytepe Ortodonti","4.8","https://www.google.com/maps/search/?api=1&query=Beytepe%20Ortodonti&query_place_id=ChIJxze8XfNP0xQRWshJz6VPcvc","https://beytepeortodonti.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beytepe, 5388. Sokak No: 1 C-5, 06800 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","16419902637952747585","Çankaya","false","TR","0x14d339dd7064ef6d:0xe3df3673edac4841",,"https://lh5.googleusercontent.com/p/AF1QipMunXnmqe9GcQ8ox-YHCyNg5HO15rmncZAxrqtZ=w408-h612-k-no","20","false","/g/11vwkndtnx","39.8614569","32.7114502","Beytepe","Monday","9 AM to 7 PM","Tuesday","9 AM to 12 AM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 12 AM","Saturday","9 AM to 7 PM","Sunday","12 to 6 PM","false","+90 505 787 80 81","+905057878081","ChIJbe9kcN050xQRQUis7XM23-M","06800",,"67","71","65","2","2","1","1","2024-12-13T09:42:21.022Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","5388. Sokak No: 1 C-5",,"false","Beytepe Lento Dent Ağız ve Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=Beytepe%20Lento%20Dent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJbe9kcN050xQRQUis7XM23-M","https://www.lentodent.com/"
,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Beytepe, Kanuni Sultan Süleyman Blv No:18 B/3, 06800 Çankaya/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14352883320162977065","Çankaya","false","TR","0x14d339c4434b51eb:0xc72faf55b8f18529",,"https://lh5.googleusercontent.com/p/AF1QipMslCxY4udUydp00yPS9ejmEBiMGHmcd1sfKhXc=w408-h544-k-no","64","false","/g/11w1x0m45j","39.8699897","32.7044736","Beytepe","Monday","8:30 AM to 11 PM","Tuesday","8:30 AM to 11 PM","Wednesday","8:30 AM to 11 PM","Thursday","8:30 AM to 11 PM","Friday","8:30 AM to 11 PM","Saturday","8 AM to 11 PM","Sunday","Closed","false","+90 507 944 00 43","+905079440043","ChIJ61FLQ8Q50xQRKYXxuFWvL8c","06800",,"68","127","127","0","0","0","0","2024-12-13T09:42:21.022Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Kanuni Sultan Süleyman Blv No:18 B/3",,"false","Gürses Dental Beytepe Ağız Diş Sağlığı Hastanesi","5","https://www.google.com/maps/search/?api=1&query=G%C3%BCrses%20Dental%20Beytepe%20A%C4%9F%C4%B1z%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Hastanesi&query_place_id=ChIJ61FLQ8Q50xQRKYXxuFWvL8c","http://www.gursesdental.com.tr/"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Yaşamkent Mah 3296. Cad. Gözüm Park Yaşam Merkezi 2/D, 06810 Çankaya/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14343016840864552800","Çankaya","false","TR","0x14d33e95ddf6e463:0xc70ca1d2ff2d5760",,"https://lh5.googleusercontent.com/p/AF1QipNisvgj1Tl8BcvE3h-vZAWU4qAL6xA4TaG4HFKh=w408-h272-k-no","92","false","/g/11c5h2lc3v","39.8580576","32.6452858","Yaşamkent","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 312 235 77 79","+903122357779","ChIJY-T23ZU-0xQRYFct_9KhDMc","06810",,"69","82","79","0","2","1","0","2024-12-13T09:42:21.022Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Yaşamkent Mah 3296. Cad. Gözüm Park Yaşam Merkezi 2/D",,"false","Moondent Diş Polikliniği : İmplant, Zirkonyum, Lamine","4.9","https://www.google.com/maps/search/?api=1&query=Moondent%20Di%C5%9F%20Poliklini%C4%9Fi%20%3A%20%C4%B0mplant%2C%20Zirkonyum%2C%20Lamine&query_place_id=ChIJY-T23ZU-0xQRYFct_9KhDMc","http://moondent.com/"
,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beytepe, 5339. sk no:9, 06800 Çankaya/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14092067786110585334","Çankaya","false","TR","0x14d34fcb629abe91:0xc39114fd0dd8c9f6",,"https://lh5.googleusercontent.com/p/AF1QipMKBlqFi__D41cB2V1zUXtPGxNNMvbCjVXiBY7V=w408-h544-k-no","7","false","/g/11v3cmw8vh","39.8651536","32.7005024","Beytepe","Monday","9:30 AM to 7:30 PM","Tuesday","9:30 AM to 7:30 PM","Wednesday","9:30 AM to 7:30 PM","Thursday","9:30 AM to 7:30 PM","Friday","9:30 AM to 7:30 PM","Saturday","9:30 AM to 5:30 PM","Sunday","Closed","false","+90 532 284 95 87","+905322849587","ChIJkb6aYstP0xQR9snYDf0UkcM","06800",,"72","25","24","0","1","0","0","2024-12-13T09:42:21.022Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","5339. sk no:9",,"false","MISIROĞLU EXCLUSİVE AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ","4.8","https://www.google.com/maps/search/?api=1&query=MISIRO%C4%9ELU%20EXCLUS%C4%B0VE%20A%C4%9EIZ%20VE%20D%C4%B0%C5%9E%20SA%C4%9ELI%C4%9EI%20POL%C4%B0KL%C4%B0N%C4%B0%C4%9E%C4%B0&query_place_id=ChIJkb6aYstP0xQR9snYDf0UkcM","https://misirogluexclusive.com/"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,"true",,,"Prof. Dr. Ahmet Taner Kışlalı, 2812. Cd. NO:3, 06810 Çankaya/Ankara, Türkiye","Pediatric dentist","Dental hygienist","Dental implants periodontist","Dentist","Orthodontist",,,,,,"Pediatric dentist","11776788967070475085","Çankaya","false","TR","0x14d3395aa23e1365:0xa36f8f2b60f9a34d",,"https://lh5.googleusercontent.com/p/AF1QipNihxa5PsUM3J9lK_9gIWJhFctDs3sI4d0C_DNN=w507-h240-k-no","79","false","/g/11fwf4sc53","39.8724817","32.6934054","Prof. Dr. Ahmet Taner Kışlalı","Monday","9:30 AM to 6:30 PM","Tuesday","9:30 AM to 6:30 PM","Wednesday","9:30 AM to 6:30 PM","Thursday","9:30 AM to 6:30 PM","Friday","9:30 AM to 6:30 PM","Saturday","9:30 AM to 6:30 PM","Sunday","Closed","false","+90 544 810 55 65","+905448105565","ChIJZRM-olo50xQRTaP5YCuPb6M","06810",,"78","81","73","0","6","1","1","2024-12-13T09:42:21.023Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.82480804129449,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","2812. Cd. NO:3",,"false","Çocuk Dişçim Çayyolu Ankara - Dr. Diş Hekimi Sezgi Şenol | Uyutarak (Sedasyonla) Diş Tedavisi, Çocuk Dişçisi","4.6","https://www.google.com/maps/search/?api=1&query=%C3%87ocuk%20Di%C5%9F%C3%A7im%20%C3%87ayyolu%20Ankara%20-%20Dr.%20Di%C5%9F%20Hekimi%20Sezgi%20%C5%9Eenol%20%7C%20Uyutarak%20(Sedasyonla)%20Di%C5%9F%20Tedavisi%2C%20%C3%87ocuk%20Di%C5%9F%C3%A7isi&query_place_id=ChIJZRM-olo50xQRTaP5YCuPb6M","https://cocukdiscim.com/"
