"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Altındağ, Anafartalar Cd. No:69 Daire:6, 07050 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","8666839153000832879","Muratpaşa","false","TR","0x14c3915baa4f1ad1:0x7846cc4a700fdf6f",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7oexHPRJYqaIqeZl_1Yf_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.65173&pitch=0&thumbfov=100","1","false","/g/11gxqslljg","36.8903116","30.6948171","Altındağ","Monday","10 AM to 5:30 PM","Tuesday","10 AM to 5:30 PM","Wednesday","10 AM to 5:30 PM","Thursday","10 AM to 5:30 PM","Friday","10 AM to 5:30 PM","Saturday","10 AM to 5:30 PM","Sunday","Closed","false","+90 242 244 29 61","+902422442961","ChIJ0RpPqluRwxQRb98PcErMRng","07050",,"28","4","3","0","1","0","0","2024-12-13T09:45:03.874Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.7030242,16z?hl=en","diş hekimleri","Antalya","Anafartalar Cd. No:69 Daire:6",,"false","Dr. Sabri Öztoprak - Antalyada Diş Hekimi","4","https://www.google.com/maps/search/?api=1&query=Dr.%20Sabri%20%C3%96ztoprak%20-%20Antalyada%20Di%C5%9F%20Hekimi&query_place_id=ChIJ0RpPqluRwxQRb98PcErMRng","https://www.dishekimi.com.tr/doktorlar/doktor/h-sabri-oztoprak"
,"true",,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,,,,,,,,"true",,"Yenigün, Yunus Emre Cd. No: 83/4, 07300 Muratpaşa/Antalya, Türkiye","Dentist","Dental clinic","Dental hygienist","Dental implants periodontist","Dental implants provider","Emergency dental service","Orthotics & prosthetics service","Prosthodontist","Teeth whitening service",,"Dentist","13787341255521643949","Muratpaşa","false","TR","0x14c38500de0cbf65:0xbf5679d2cc74adad",,"https://lh5.googleusercontent.com/p/AF1QipMB4NdbcDZ4LDJme73KUqySgL8ApdN2fG2dsDHA=w408-h272-k-no","27","false","/g/11nnfz8jhj","36.9001685","30.7243369","Yenigün","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 544 131 07 07","+905441310707","ChIJZb8M3gCFwxQRra10zNJ5Vr8","07300",,"1","95",,,,,,"2024-12-13T09:45:04.819Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Yunus Emre Cd. No: 83/4",,"false","Seçil Dental Clinic","4.9","https://www.google.com/maps/search/?api=1&query=Se%C3%A7il%20Dental%20Clinic&query_place_id=ChIJZb8M3gCFwxQRra10zNJ5Vr8","https://www.secildentalclinic.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Yenigün, Mevlana Cd. No:54/BB B Blok, 07310 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1674322325078530812","Muratpaşa","false","TR","0x14c38554274a670b:0x173c6348a1cfdafc",,"https://lh5.googleusercontent.com/p/AF1QipMBIi6XxPHCG0i9k5p8qNutLL2pXKlqLFsCFKvv=w426-h240-k-no","81","false","/g/11g9gz5gl1","36.8931867","30.7159257","Yenigün","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 549 502 50 40","+905495025040","ChIJC2dKJ1SFwxQR_NrPoUhjPBc","07310",,"6","236",,,,,,"2024-12-13T09:45:04.819Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Mevlana Cd. No:54/BB B Blok",,"false","BÜYÜKGEBİZ Diş Polikliniği - BGZ Dental Turkey","4.9","https://www.google.com/maps/search/?api=1&query=B%C3%9CY%C3%9CKGEB%C4%B0Z%20Di%C5%9F%20Poliklini%C4%9Fi%20-%20BGZ%20Dental%20Turkey&query_place_id=ChIJC2dKJ1SFwxQR_NrPoUhjPBc","http://www.clinicbgz.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,"true",,,"true",,,,"true",,,,,,,,,,,"Çaybaşı, Ali Çetinkaya Cd. No:100, 07100 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","5845237636246293083","Muratpaşa","false","TR","0x14c385535b815555:0x511e74a928344a5b",,"https://lh5.googleusercontent.com/p/AF1QipMNn4g-2C1pCmMd_Ro57b8elCNBrB8DNTM7UKdW=w408-h272-k-no","73","false","/g/11t7v76hhl","36.8885225","30.7182674","Çaybaşı","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","8:30 AM to 3:30 PM","Sunday","Closed","false","+90 541 916 96 76","+905419169676","ChIJVVWBW1OFwxQRW0o0KKl0HlE","07100",,"16","265",,,,,,"2024-12-13T09:45:04.820Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Ali Çetinkaya Cd. No:100","YST Diş Kliniği","false","Your Smile Turkey Dental Clinic","5","https://www.google.com/maps/search/?api=1&query=Your%20Smile%20Turkey%20Dental%20Clinic&query_place_id=ChIJVVWBW1OFwxQRW0o0KKl0HlE","https://yoursmileturkey.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Kışla, Milli Egemenlik Cd. 41 Sokak No:3-3A, 07040 Muratpaşa/Antalya, Türkiye","Dental clinic","Cosmetic dentist","Dental hygienist","Dental implants periodontist","Dental implants provider","Dentist","Denture care center","Emergency dental service","Pediatric dentist","Teeth whitening service","Dental clinic","8222280038931863412","Muratpaşa","false","TR","0x14c39aa402bcaf01:0x721b6821c4519774",,"https://lh5.googleusercontent.com/p/AF1QipMkCpvJd5mArwKNkbzHx9uxlbRH6hhXCznzqcTL=w408-h262-k-no","23","false","/g/1hc7fgdnz","36.8901238","30.7005709","Kışla","Monday","9 AM to 7:30 PM","Tuesday","9 AM to 7:30 PM","Wednesday","9 AM to 7:30 PM","Thursday","9 AM to 7:30 PM","Friday","9 AM to 7:30 PM","Saturday","9 AM to 7:30 PM","Sunday","Closed","false","+90 533 313 18 00","+905333131800","ChIJAa-8AqSawxQRdJdRxCFoG3I","07040",,"44","12","10","0","1","1","0","2024-12-13T09:45:04.968Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.7030242,16z?hl=en","diş hekimleri","Antalya","Milli Egemenlik Cd. 41 Sokak No:3-3A","Mustafa Tuncer Diş Kliniği","false","Mustafa Tuncer Dental Clinic","4.5","https://www.google.com/maps/search/?api=1&query=Mustafa%20Tuncer%20Dental%20Clinic&query_place_id=ChIJAa-8AqSawxQRdJdRxCFoG3I","https://www.rbtuncer.com/"
,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,"true",,"true",,"true",,"true","true","Kışla, Anafartalar Cd. Çakır İş Merkezi No:16/5, 07000 Muratpaşa/Antalya, Türkiye","Dentist","Orthodontist",,,,,,,,,"Dentist","2234593713323084908","Muratpaşa","false","TR","0x24a0a70f839f8a7b:0x1f02df2493f18c6c",,"https://lh5.googleusercontent.com/p/AF1QipMlr8fi5GLfo4zi-YtkHQj3Omc-cYGs1YaJq71O=w408-h509-k-no","35","false","/g/11vpkfxs3z","36.8876261","30.6969933","Kışla","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 505 707 04 52","+905057070452","ChIJe4qfgw-noCQRbIzxkyTfAh8","07000",,"53","18","18","0","0","0","0","2024-12-13T09:45:04.968Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.7030242,16z?hl=en","diş hekimleri","Antalya","Anafartalar Cd. Çakır İş Merkezi No:16/5",,"false","Antalya Ortodontist - Ezgi Çakır Ortodonti Kliniği","5","https://www.google.com/maps/search/?api=1&query=Antalya%20Ortodontist%20-%20Ezgi%20%C3%87ak%C4%B1r%20Ortodonti%20Klini%C4%9Fi&query_place_id=ChIJe4qfgw-noCQRbIzxkyTfAh8","https://www.doktorsitesi.com/ezgi-cakir-1/ortodonti/antalya"
,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,"Yüksekalan, Ali Çetinkaya Cd. No:35, 07310 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","6902976434864464303","Muratpaşa","false","TR","0x14c39b7510fcd549:0x5fcc4c7e74fd21af",,"https://lh5.googleusercontent.com/p/AF1QipN95tnOF_IWFxTFx2vI2DBh8TLkuNklaz6ATmV-=w408-h510-k-no","32","false","/g/11q2sl2954","36.8889854","30.711975","Yüksekalan","Monday","9 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","9:30 AM to 3 PM","Sunday","Closed","false","+90 534 067 88 53","+905340678853","ChIJSdX8EHWbwxQRryH9dH5MzF8","07310",,"54","14","11","0","3","0","0","2024-12-13T09:45:04.968Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.7030242,16z?hl=en","diş hekimleri","Antalya","Ali Çetinkaya Cd. No:35",,"false","Dental Clinic ""Svetlana Aparı"" - AYT Dent","4.1","https://www.google.com/maps/search/?api=1&query=Dental%20Clinic%20%22Svetlana%20Apar%C4%B1%22%20-%20AYT%20Dent&query_place_id=ChIJSdX8EHWbwxQRryH9dH5MzF8","https://aytdent.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,"true","Altındağ, 168. Sk. Özdemir Apt No:16/A, 07050 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14396395761638702257","Muratpaşa","false","TR","0x14c39103f3873eed:0xc7ca45ab7a69fcb1",,"https://lh5.googleusercontent.com/p/AF1QipOk5infYTryod7XgylzLnsJn7WmcLsRmwn2XCCo=w408-h544-k-no","15","false","/g/11p5nvsby_","36.889764","30.6915278","Altındağ","Monday","9 AM to 12 AM","Tuesday","9 AM to 12 AM","Wednesday","9 AM to 12 AM","Thursday","9 AM to 12 AM","Friday","9 AM to 12 AM","Saturday","9 AM to 12 AM","Sunday","Closed","false","+90 507 351 85 97","+905073518597","ChIJ7T6H8wORwxQRsfxpeqtFysc","07050",,"58","30","29","0","1","0","0","2024-12-13T09:45:04.968Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.7030242,16z?hl=en","diş hekimleri","Antalya","168. Sk. Özdemir Apt No:16/A",,"false","Meydental Diş Kliniği","4.9","https://www.google.com/maps/search/?api=1&query=Meydental%20Di%C5%9F%20Klini%C4%9Fi&query_place_id=ChIJ7T6H8wORwxQRsfxpeqtFysc","https://www.meydental.com/"
,,"true",,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Bahçelievler, Teoman Paşa Cd. N:75 D:1, 07050 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","16599921173728172748","Muratpaşa","false","TR","0x14c39022c316be21:0xe65ec45b7b8d9acc",,"https://lh5.googleusercontent.com/p/AF1QipMDkLIGbe-4VwDe8R6nZ1OCqvX5rkNU6dU2lOTM=w425-h240-k-no","8","false","/g/1vxq90xg","36.887669","30.686732","Bahçelievler","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 3 PM","Sunday","Closed","false","+90 530 640 98 08","+905306409808","ChIJIb4WwyKQwxQRzJqNe1vEXuY","07050",,"16","15",,,,,,"2024-12-13T09:45:05.480Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.872835625961905,30.668693972132623,16z?hl=en","diş hekimleri","Antalya","Teoman Paşa Cd. N:75 D:1","Dr. Ufuk İşman & Dr. Ufuk Tan İşman","false","Dr. Ufuk Isman","4.6","https://www.google.com/maps/search/?api=1&query=Dr.%20Ufuk%20Isman&query_place_id=ChIJIb4WwyKQwxQRzJqNe1vEXuY","http://www.ufukisman.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Etiler, Adnan Menderes Blv. No:61, 07010, 07030 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","14353841293728059030","Muratpaşa","false","TR","0x14c38f1f512ec02f:0xc733169b52fe8e96",,"https://lh5.googleusercontent.com/p/AF1QipOvqt7a5dDhCUMik0ReBvs-T7RuLDlsXTHu1Qfi=w408-h276-k-no","61","false","/g/11r26dm62f","36.8963668","30.7108365","Etiler","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","9:30 AM to 5 PM","Sunday","Closed","false","+90 546 136 01 00","+905461360100","ChIJL8AuUR-PwxQRlo7-UpsWM8c","07030",,"26","110","102","1","5","1","1","2024-12-13T09:45:06.003Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Adnan Menderes Blv. No:61, 07010",,"false","Turuncu Ağız Ve Diş Sağlığı Poliklinigi (Hilton) - Turuncu Dental Clinic - Стоматологическая клиника - Zahnarzt Klinik","4.8","https://www.google.com/maps/search/?api=1&query=Turuncu%20A%C4%9F%C4%B1z%20Ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklinigi%20(Hilton)%20-%20Turuncu%20Dental%20Clinic%20-%20%D0%A1%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0%20-%20Zahnarzt%20Klinik&query_place_id=ChIJL8AuUR-PwxQRlo7-UpsWM8c","https://www.turuncudental.com/"
,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,"Gebizli, Termesos Blv. No:54C, 07300 Muratpaşa/Antalya, Türkiye","Dental clinic","Cosmetic dentist","Dental implants provider","Dentist","Oral surgeon","Orthodontist","Pediatric dentist","Periodontist","Prosthodontist",,"Dental clinic","16375438966785106635","Muratpaşa","false","TR","0x14c38562ba171c33:0xe3413efac050e2cb",,"https://lh5.googleusercontent.com/p/AF1QipNsyStnKQKuPS-hiyMWk9yZH20SlMS2CKJni7iD=w408-h280-k-no","23","false","/g/11sbkys2w8","36.903926","30.7346435","Gebizli","Monday","9:30 AM to 6:30 PM","Tuesday","9:30 AM to 6:30 PM","Wednesday","9:30 AM to 6:30 PM","Thursday","9:30 AM to 6:30 PM","Friday","9:30 AM to 6:30 PM","Saturday","9:30 AM to 4 PM","Sunday","Closed","false","+90 242 503 44 44","+902425034444","ChIJMxwXumKFwxQRy-JQwPo-QeM","07300",,"28","32","30","0","2","0","0","2024-12-13T09:45:06.003Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Termesos Blv. No:54C",,"false","BS Dental Studio","4.8","https://www.google.com/maps/search/?api=1&query=BS%20Dental%20Studio&query_place_id=ChIJMxwXumKFwxQRy-JQwPo-QeM","http://www.bsdentalstudio.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Muratpaşa, Şair Adem Dede Cd. No:31, 07030 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","9580873688540975669","Muratpaşa","false","TR","0x14c38f1ee2303eb7:0x84f619dbab5f1235",,"https://lh5.googleusercontent.com/p/AF1QipPS_Hl3sfTfn0K0hLZFDbto5MHhqSSlY5TVi2EC=w408-h272-k-no","15","false","/g/11t9q5kmm6","36.8985351","30.7074558","Muratpaşa","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 549 105 55 07","+905491055507","ChIJtz4w4h6PwxQRNRJfq9sZ9oQ","07030",,"32","134","134","0","0","0","0","2024-12-13T09:45:06.003Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Şair Adem Dede Cd. No:31",,"false","Özel Denta Antalya Ağız Ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Denta%20Antalya%20A%C4%9F%C4%B1z%20Ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJtz4w4h6PwxQRNRJfq9sZ9oQ","http://www.dentaantalya.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,"true",,,"true",,,,"true",,,"true",,,,,,"true",,"Kızılarık, Aşık Veysel Cd. NO:5/A, 07310 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","11314795591677836027","Muratpaşa","false","TR","0x14c38536b03ae885:0x9d063aa46c1cfafb",,"https://lh5.googleusercontent.com/p/AF1QipOyNtTaZnAP_Ku7EK8NPoNqRv2BPQtio-DShW1E=w408-h271-k-no","15","false","/g/11jh_k1nh3","36.9037815","30.7280098","Kızılarık","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 242 322 78 34","+902423227834","ChIJheg6sDaFwxQR-_ocbKQ6Bp0","07310",,"35","88","84","0","4","0","0","2024-12-13T09:45:06.004Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Aşık Veysel Cd. NO:5/A",,"false","Özel Ece Ağız Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Ece%20A%C4%9F%C4%B1z%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJheg6sDaFwxQR-_ocbKQ6Bp0","https://www.ecedent.com.tr/"
,"false",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Üçgen, 71. Sk. No:24 D:l, 07040 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","10585986174822281515","Muratpaşa","true","TR","0x14c3901da61e92af:0x92e8fa56cb7a712b",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IAOmMzYtjHIcRGpO0RcC9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.69267&pitch=0&thumbfov=100","1","false","/g/11f2dq4dvq","36.8919245","30.6971578","Üçgen",,,,,,,,,,,,,,,"false","+90 242 247 33 85","+902422473385","ChIJr5Ieph2QwxQRK3F6y1b66JI","07040",,"63","22","14","2","6","0","0","2024-12-13T09:45:06.117Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.7030242,16z?hl=en","diş hekimleri","Antalya","71. Sk. No:24 D:l",,"false","Diş Hekimi Faruk Mert","3.8","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Faruk%20Mert&query_place_id=ChIJr5Ieph2QwxQRK3F6y1b66JI","https://www.doktortakvimi.com/faruk-mert/dis-hekimi/antalya"
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Altındağ Mh. 100. Yıl Bulv. 150 Sok. Güneş Apt. No:38 D:10, Muratpaşa, 07100 Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","3322392827174567672","Muratpaşa","false","TR","0x14c3901ec02f9835:0x2e1b82ac6c0bbef8",,"https://lh5.googleusercontent.com/p/AF1QipPgan7uE1pgl4j9qqeKl857Lw1pPBKcvBFPk_Mt=w870-h240-k-no","3","false","/g/11cs60yr_r","36.8909914","30.6931646","Altındağ",,,,,,,,,,,,,,,"false","+90 242 243 63 73","+902422436373","ChIJNZgvwB6QwxQR-L4LbKyCGy4","07100",,"66","4","4","0","0","0","0","2024-12-13T09:45:06.117Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.7030242,16z?hl=en","diş hekimleri","Antalya","Altındağ Mh. 100. Yıl Bulv. 150 Sok. Güneş Apt. No:38 D:10, Muratpaşa",,"false","Diş Hekimi Semra Aktekin","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Semra%20Aktekin&query_place_id=ChIJNZgvwB6QwxQR-L4LbKyCGy4","https://fb.me/dishekimisemraaktekin"
,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,"Altındağ, Tonguç Cd. KUTLU APT NO:4 KAT:1 D:2, 07050 Muratpaşa/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","18409584552729115875","Muratpaşa","false","TR","0x14c384daaaab4d37:0xff7bfb9ccfeffce3",,"https://lh5.googleusercontent.com/p/AF1QipPWoHHmrarbAznBeR2VcFO_ccq83IZEEVBNnZem=w408-h725-k-no","8","false","/g/11y20b3jxw","36.8931475","30.6884634","Altındağ",,,,,,,,,,,,,,,"false","+90 242 241 85 67","+902422418567","ChIJN02rqtqEwxQR4_zvz5z7e_8","07050",,"69","6","6","0","0","0","0","2024-12-13T09:45:06.117Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.886572799999996,30.7030242,16z?hl=en","diş hekimleri","Antalya","Tonguç Cd. KUTLU APT NO:4 KAT:1 D:2",,"false","DT.ÜMRAN KARAKAPICI ANTALYA DİŞ HEKİMİ","5","https://www.google.com/maps/search/?api=1&query=DT.%C3%9CMRAN%20KARAKAPICI%20ANTALYA%20D%C4%B0%C5%9E%20HEK%C4%B0M%C4%B0&query_place_id=ChIJN02rqtqEwxQR4_zvz5z7e_8","http://dtumrankarakapici.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Yenigün, Köroğlu Blv. 22A, 07310 Muratpaşa/Antalya, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","17107787751077837596","Muratpaşa","false","TR","0x14c39000005a5beb:0xed6b125193c5fb1c",,"https://lh5.googleusercontent.com/p/AF1QipPyvkym3s4JZoF6P1qkQQrsFXj-94KJ1GNZYmjd=w408-h610-k-no","32","false","/g/11s5gy0bnd","36.9041048","30.7208137","Yenigün","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","9:30 AM to 5 PM","Sunday","Closed","false","+90 552 380 38 64","+905523803864","ChIJ61taAACQwxQRHPvFk1ESa-0","07310",,"38","47","45","0","2","0","0","2024-12-13T09:45:06.004Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.72018931393369,16z?hl=en","diş hekimleri","Antalya","Köroğlu Blv. 22A",,"false","AtkDentpark Clinic Antalya","4.8","https://www.google.com/maps/search/?api=1&query=AtkDentpark%20Clinic%20Antalya&query_place_id=ChIJ61taAACQwxQRHPvFk1ESa-0","https://www.atkdentpark.com/"
