"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/0/Paid parking lot","additionalInfo/Parking/0/Paid street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/2/Paid street parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/3/Paid multi-storey car park","additionalInfo/Parking/3/Paid parking lot","additionalInfo/Parking/3/Paid street parking","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid parking lot","additionalInfo/Parking/4/Paid street parking","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Kayabaşı, Adnan Menderes Bulvari No:7D İç Kapı No:50, 34494 Başakşehir/İstanbul, Türkiye","Oral surgeon","Dentist",,,,,,,,,"Oral surgeon","2697188205235170883","Başakşehir","false","TR","0x14caa5649c1fd289:0x256e5661e16a6e43",,"https://lh5.googleusercontent.com/p/AF1QipM4w_fm8Q79rhk_2WErGVRp-c6Q-JlOAgJjgjiA=w408-h544-k-no","13","false","/g/11h52rh6lg","41.117085","28.7744484","Kayabaşı","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","2 to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 545 122 35 40","+905451223540","ChIJidIfnGSlyhQRQ25q4WFWbiU","34494",,"18","78",,,,,,"2024-12-13T09:42:04.593Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.20433675000003,28.727633865927878,14z?hl=en","diş hekimleri","İstanbul","Adnan Menderes Bulvari No:7D İç Kapı No:50",,"false","Ağız, Diş ve Çene Cerrahisi Uzmanı Dr. Harun Görgülü","5","https://www.google.com/maps/search/?api=1&query=A%C4%9F%C4%B1z%2C%20Di%C5%9F%20ve%20%C3%87ene%20Cerrahisi%20Uzman%C4%B1%20Dr.%20Harun%20G%C3%B6rg%C3%BCl%C3%BC&query_place_id=ChIJidIfnGSlyhQRQ25q4WFWbiU","http://www.istanbulcenecerrahisi.com/"
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kayabaşı, Kayaşehir Blv Avrupa Konutları D:2. ETAP 1 BLOK NO:61G, 34480 Başakşehir/İstanbul, Türkiye","Dental clinic","Cosmetic dentist","Dental laboratory","Dentist","Pediatric dentist",,,,,,"Dental clinic","4660872973067438017","Başakşehir","false","TR","0x14caaf0b64b1676b:0x40aebf464ee747c1",,"https://lh5.googleusercontent.com/p/AF1QipNESin6Rs3dzlxpusqnT4e1PG7RkU4aJx7TDuSW=w408-h272-k-no","40","false","/g/11fmzt5hvt","41.1265537","28.7717241","Kayabaşı","Monday","10 AM to 7:30 PM","Tuesday","10 AM to 7:30 PM","Wednesday","10 AM to 7:30 PM","Thursday","10 AM to 7:30 PM","Friday","10 AM to 7:30 PM","Saturday","10 AM to 5 PM","Sunday","Closed","false","+90 212 697 20 20","+902126972020","ChIJa2exZAuvyhQRwUfnTka_rkA","34480",,"19","385",,,,,,"2024-12-13T09:42:04.593Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.20433675000003,28.727633865927878,14z?hl=en","diş hekimleri","İstanbul","Kayaşehir Blv Avrupa Konutları D:2. ETAP 1 BLOK NO:61G",,"false","Mef Dental Grup - Başakşehir Diş Kliniği Şubesi","4.9","https://www.google.com/maps/search/?api=1&query=Mef%20Dental%20Grup%20-%20Ba%C5%9Fak%C5%9Fehir%20Di%C5%9F%20Klini%C4%9Fi%20%C5%9Eubesi&query_place_id=ChIJa2exZAuvyhQRwUfnTka_rkA","https://mefdentalgrup.com/istanbul-subesi-3-subesi.html"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teşvikiye, Şakayık Sk. Altılar Apt No: 44-46 Kat:3 Daire:10, 34365 Şişli/İstanbul, Türkiye","Cosmetic dentist",,,,,,,,,,"Cosmetic dentist","10951591717164178543","Şişli","false","TR","0x14cab7af0ad290a1:0x97fbdea48aae5c6f",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oWsXVhFRyb4MwMXNJft6CQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.048298&pitch=0&thumbfov=100","1","false","/g/11lnf5fn3v","41.0510204","28.9944369","Teşvikiye","Monday","9:30 AM to 5:30 PM","Tuesday","9:30 AM to 5:30 PM","Wednesday","9:30 AM to 5:30 PM","Thursday","9:30 AM to 5:30 PM","Friday","9:30 AM to 5:30 PM","Saturday","3:30 AM to 3 AM","Sunday","Closed","false","+90 532 068 16 89","+905320681689","ChIJoZDSCq-3yhQRb1yuiqTe-5c","34365",,"202","0",,,,,,"2024-12-13T09:42:05.342Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.05029252512991,28.998711104867432,14z?hl=en","diş hekimleri","İstanbul","Şakayık Sk. Altılar Apt No: 44-46 Kat:3 Daire:10",,"false","Diş Hekimi Dr. Nesrin Sönmez",,"https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Dr.%20Nesrin%20S%C3%B6nmez&query_place_id=ChIJoZDSCq-3yhQRb1yuiqTe-5c","https://www.nesrinsonmez.com/"
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50. Yıl, A-2. Cd. No:4, 34265 Sultangazi/İstanbul, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","9806814230973480450","Sultangazi","true","TR","0x14cab03aa9dc55bd:0x8818cd95976b7e02",,"https://lh5.googleusercontent.com/p/AF1QipMvqrkumWIBnDjwEErZIbM-40kvSsCCHE4dDHob=w408-h270-k-no","65","false","/g/11bxfth97p","41.0882847","28.8715108","50. Yıl","Monday","8 AM to 5 PM","Tuesday","8 AM to 5 PM","Wednesday","8 AM to 5 PM","Thursday","8 AM to 5 PM","Friday","8 AM to 5 PM","Saturday","8 AM to 5 PM","Sunday","8 AM to 5 PM","false","+90 212 475 50 65","+902124755065","ChIJvVXcqTqwyhQRAn5rl5XNGIg","34265",,"15","283",,,,,,"2024-12-13T09:42:07.321Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.461077124783564,28.253248697783658,14z?hl=en","diş hekimleri","İstanbul","A-2. Cd. No:4","Sultangazi Ağız ve Diş Sağlığı Hastanesi","false","Sultangazi Oral and Dental Health Center","2.7","https://www.google.com/maps/search/?api=1&query=Sultangazi%20Oral%20and%20Dental%20Health%20Center&query_place_id=ChIJvVXcqTqwyhQRAn5rl5XNGIg","https://sultangaziadsh.saglik.gov.tr/"
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbaros, Fesleğen Sk. No:7, 34746 Ataşehir/İstanbul, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","2438752443664456863","Ataşehir","false","TR","0x14cac65a61e02dab:0x21d8306d2bbc5c9f",,"https://lh5.googleusercontent.com/p/AF1QipMg4hTI9FpDDNQ_DZkUXKpXwkP4ixPolbquUcSY=w408-h306-k-no","156","false","/g/11bwz0cnys","40.9908742","29.1093117","Barbaros","Monday","8 AM to 5 PM","Tuesday","8 AM to 5 PM","Wednesday","8 AM to 5 PM","Thursday","8 AM to 5 PM","Friday","8 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","+90 216 469 77 41","+902164697741","ChIJqy3gYVrGyhQRn1y8K20w2CE","34746",,"17","873",,,,,,"2024-12-13T09:42:07.321Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.461077124783564,28.253248697783658,14z?hl=en","diş hekimleri","İstanbul","Fesleğen Sk. No:7",,"false","Ataşehir Ağız Ve Diş Sağlığı Hastanesi","2.9","https://www.google.com/maps/search/?api=1&query=Ata%C5%9Fehir%20A%C4%9F%C4%B1z%20Ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Hastanesi&query_place_id=ChIJqy3gYVrGyhQRn1y8K20w2CE","https://atasehiradsh.saglik.gov.tr/"
,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,"true",,,,"true",,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,"true","true",,"Silivrikapı, Altımermer Cd. no:1/1 D:4, 34107 Fatih/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","13673437896810330207","Fatih","false","TR","0x14cabbebe1e777dd:0xbdc1cf5279be785f",,"https://lh5.googleusercontent.com/p/AF1QipM1puMpF7mXlQ1yhKwRkIDylBGvZND6cQ10X5dN=w408-h505-k-no","20","false","/g/11j8pdqspq","41.0071316","28.9310062","Silivrikapı","Monday","9:30 AM to 10:30 PM","Tuesday","9:30 AM to 10:30 PM","Wednesday","9:30 AM to 10:30 PM","Thursday","9:30 AM to 10:30 PM","Friday","9:30 AM to 10:30 PM","Saturday","9:30 AM to 10:30 PM","Sunday","Closed","false","+90 542 668 90 90","+905426689090","ChIJ3Xfn4eu7yhQRX3i-eVLPwb0","34107",,"14","47",,,,,,"2024-12-13T09:42:07.414Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.89624830025979,28.863172485397655,14z?hl=en","diş hekimleri","İstanbul","Altımermer Cd. no:1/1 D:4",,"false","PİEMDENT DİŞ HEKİMİ MEHMET GÖZAYDIN","4.9","https://www.google.com/maps/search/?api=1&query=P%C4%B0EMDENT%20D%C4%B0%C5%9E%20HEK%C4%B0M%C4%B0%20MEHMET%20G%C3%96ZAYDIN&query_place_id=ChIJ3Xfn4eu7yhQRX3i-eVLPwb0","http://www.instagram.com/piemdis"
,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fişekhane Cad, Sporcu Sk. No:9/A, 34140 İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","842172359861221571","Bakırköy","false","TR","0x14cabd3435c5917f:0xbafff4c9d2e38c3",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-hWyfhfKN0EBlnKQwHz5Iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.60565&pitch=0&thumbfov=100","1","false","/g/11ry3k2x20","40.9784012","28.8694706","Zeytinlik",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJf5HFNTS9yhQRwzgunUz_rws","34140",,"18","1",,,,,,"2024-12-13T09:42:07.415Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.89624830025979,28.863172485397655,14z?hl=en","diş hekimleri","İstanbul","Fişekhane Cad, Sporcu Sk. No:9/A",,"false","Dt. Çağatay Aslan, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20%C3%87a%C4%9Fatay%20Aslan%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJf5HFNTS9yhQRwzgunUz_rws","https://www.doktortakvimi.com/cagatay-aslan/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=151220&utm_content=website"
,,,,,"true",,,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,"true",,"true",,,,,,,,"true",,,,,,,"true",,,,"true",,,,"true",,,,"true","true",,"7-8-9-10 Kısım Mah. Çobançeşme E-5, Ataköy Towers, Yan Yol No:20 B Blok Kat: 5 D: 74, 34158 Bakırköy/İstanbul, Türkiye","Dental clinic","Cosmetic dentist","Dental implants provider","Dentist","Endodontist","Oral and maxillofacial surgeon","Orthodontist","Pediatric dentist","Periodontist","Prosthodontist","Dental clinic","10636385021270158625","Bakırköy","false","TR","0x14cabd246ed9e805:0x939c07d2a717ed21",,"https://lh5.googleusercontent.com/p/AF1QipOQ6TVShaEYvvZ7_y4MvZE0m_1F7Bp711FT2xeC=w426-h240-k-no","119","false","/g/11g0j40y_k","40.9906992","28.8340623","Ataköy 7-8-9-10","Monday","9 AM to 7:30 PM","Tuesday","9 AM to 7:30 PM","Wednesday","9 AM to 7:30 PM","Thursday","9 AM to 7:30 PM","Friday","9 AM to 7:30 PM","Saturday","9 AM to 7:30 PM","Sunday","Closed","false","+90 212 570 00 33","+902125700033","ChIJBejZbiS9yhQRIe0Xp9IHnJM","34158",,"20","228",,,,,,"2024-12-13T09:42:07.415Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.89624830025979,28.863172485397655,14z?hl=en","diş hekimleri","İstanbul","7-8-9-10 Kısım Mah. Çobançeşme E-5, Ataköy Towers, Yan Yol No:20 B Blok Kat: 5 D: 74",,"false","DentMax İstanbul Ağız ve Diş Sağlığı Polikliniği / invisalign - implant - lamine","5","https://www.google.com/maps/search/?api=1&query=DentMax%20%C4%B0stanbul%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20%2F%20invisalign%20-%20implant%20-%20lamine&query_place_id=ChIJBejZbiS9yhQRIe0Xp9IHnJM","https://dentmax.com.tr/"
,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doğu, Cami Sk. No:9, 34890 Pendik/İstanbul, Türkiye","Dentist","Community health centre","Dental clinic","Dental hygienist","Dental laboratory","Dental radiology","Doctor","Medical clinic","Oral surgeon","Physician referral service","Dentist","4112982569091425790","Pendik","false","TR","0x14caddba9dbfae9b:0x39143fdae61165fe",,"https://lh5.googleusercontent.com/p/AF1QipNVXgn_KHH1NznOwKbqTsPMzW29GTUMwr72fW5x=w408-h240-k-no","15","false","/g/11gns95yjd","40.8820112","29.2449231","Doğu","Monday","8 AM to 8 PM","Tuesday","8 AM to 8 PM","Wednesday","8 AM to 8 PM","Thursday","8 AM to 8 PM","Friday","8 AM to 8 PM","Saturday","8 AM to 8 PM","Sunday","Closed","false","+90 530 951 56 11","+905309515611","ChIJm66_nbrdyhQR_mUR5to_FDk","34890",,"18","19",,,,,,"2024-12-13T09:42:07.939Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.79355215034638,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Cami Sk. No:9",,"false","Diş Hekimi | Dt. Eslem Şahan Divanoğlu","4.8","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20%7C%20Dt.%20Eslem%20%C5%9Eahan%20Divano%C4%9Flu&query_place_id=ChIJm66_nbrdyhQR_mUR5to_FDk","http://www.eslemsahan.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Göztepe, Fahrettin Kerim Gökay Cd. Çeviköz Apt, No:169/6, 34730 Kadıköy/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","17148261687783676963","Kadıköy","false","TR","0x14cac791a7e6a34f:0xedfadd264fc95c23",,"https://lh5.googleusercontent.com/p/AF1QipOdP32__p2q4uIG0PIsVx9_UNoyV6mcPXVCvIYE=w408-h304-k-no","13","false","/g/1txd6jw_","40.9840851","29.0599421","Göztepe","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 216 567 40 11","+902165674011","ChIJT6Pmp5HHyhQRI1zJTybd-u0","34730",,"19","46",,,,,,"2024-12-13T09:42:07.939Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.79355215034638,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Fahrettin Kerim Gökay Cd. Çeviköz Apt, No:169/6",,"false","Diş Hekimi Serhan Tavas","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Serhan%20Tavas&query_place_id=ChIJT6Pmp5HHyhQRI1zJTybd-u0","http://www.serhantavas.com/"
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Postane, Manastır Yolu No:42, 34940 Tuzla/İstanbul, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","9572853997053876336","Tuzla","false","TR","0x14caddce8fa002bd:0x84d99bfdbd131870",,"https://lh5.googleusercontent.com/p/AF1QipMd8-E1Fk2xEgl1_4QcX0JEL2pjCSmdOe-H9s60=w408-h306-k-no","67","false","/g/12ml2lc5j","40.8167784","29.2928566","Postane","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","9:30 AM to 5 PM","Sunday","Closed","false","+90 216 395 76 08","+902163957608","ChIJvQKgj87dyhQRcBgTvf2b2YQ","34940",,"20","115",,,,,,"2024-12-13T09:42:07.939Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.79355215034638,29.202019034072098,14z?hl=en","diş hekimleri","İstanbul","Manastır Yolu No:42",,"false","Özel Dentasel Ağız ve Diş Sağlığı Polikliniği","4.3","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Dentasel%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJvQKgj87dyhQRcBgTvf2b2YQ","http://www.dentasel.com/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"Etiler, Aytar Caddesi, Başa Sokak Nükhet Apt, No:4 D:2, 34349 Beşiktaş/İstanbul, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","8329598122977044832","Beşiktaş","false","TR","0x14cab641d4b6f455:0x7398ad5c59cea960",,"https://lh5.googleusercontent.com/p/AF1QipNx4IMTNBcOJMFqaVk_dt7mExFVZY-BO4X3z_et=w408-h272-k-no","13","false","/g/11gbxh0kd1","41.0753624","29.0197253","Etiler","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 532 381 88 29","+905323818829","ChIJVfS21EG2yhQRYKnOWVytmHM","34349",,"15","28",,,,,,"2024-12-13T09:42:09.637Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.461077124783564,28.388787317253435,14z?hl=en","diş hekimleri","İstanbul","Aytar Caddesi, Başa Sokak Nükhet Apt, No:4 D:2",,"false","Çocuk Diş Doktoru Selin Postalcı","4.4","https://www.google.com/maps/search/?api=1&query=%C3%87ocuk%20Di%C5%9F%20Doktoru%20Selin%20Postalc%C4%B1&query_place_id=ChIJVfS21EG2yhQRYKnOWVytmHM","https://www.drselinpostalci.com/"
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Birlik, 171/A-B, Atışalanı Cd., 34230 Esenler/İstanbul, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","8562749580232442135","Esenler","false","TR","0x14cabaa4f85afb97:0x76d4ff6036614117",,"https://lh3.googleusercontent.com/myRWyZiDPzdx4F-tWl2d7TNqhBTPOlxHqZPxFiQqUiV-xZeDEvVL8CNPeFy718Ee=w426-h240-k-no","7","false","/g/11c742xkwb","41.0527356","28.8748262","Birlik","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","Closed","false","+90 212 569 12 13","+902125691213","ChIJl_ta-KS6yhQRF0FhNmD_1HY","34230",,"18","46",,,,,,"2024-12-13T09:42:09.638Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.461077124783564,28.388787317253435,14z?hl=en","diş hekimleri","İstanbul","171/A-B, Atışalanı Cd.",,"false","Dental Office","3.6","https://www.google.com/maps/search/?api=1&query=Dental%20Office&query_place_id=ChIJl_ta-KS6yhQRF0FhNmD_1HY","http://www.dentaloffice.ist/"
,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Çavuş, Ayazma Cd No:16/5, 34980 Şile/İstanbul, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","32362542113715816","Şile","false","TR","0x409e33676323d653:0x72f98f82b77668",,"https://lh5.googleusercontent.com/p/AF1QipN_QwKEo2lzQfcvKn4jnmEQT1mkg5SM70gwKZ5Z=w426-h240-k-no","8","false","/g/11rrlm7bcb","41.1738116","29.6075685","Çavuş","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 216 515 33 00","+902165153300","ChIJU9YjY2cznkARaHa3go_5cgA","34980",,"6","102",,,,,,"2024-12-13T09:42:10.147Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.25568482495674,29.676404202216318,14z?hl=en","diş hekimleri","İstanbul","Ayazma Cd No:16/5",,"false","Şile Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=%C5%9Eile%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJU9YjY2cznkARaHa3go_5cgA","http://www.siledispoliklinigi.com/"
,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Göktürk Merkez, Kartal Sk. No:1, 34077 Eyüpsultan/İstanbul, Türkiye","Dentist",,,,,,,,,,"Dentist","5937923401437919180","Eyüpsultan","false","TR","0x14cab2edf5a5eaff:0x5267bddf862fb7cc",,"https://lh5.googleusercontent.com/p/AF1QipPQ58g0O94kJshp4TE0NRZmWA5KknHmy2moYNjE=w408-h544-k-no","12","false","/g/1tlz8nx0","41.1768466","28.8877917","Göktürk Merkez","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","+90 212 322 40 04","+902123224004","ChIJ_-ql9e2yyhQRzLcvht-9Z1I","34077",,"1","15",,,,,,"2024-12-13T09:42:12.098Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@41.152988675043325,28.930941795132544,14z?hl=en","diş hekimleri","İstanbul","Kartal Sk. No:1",,"false","Özel Cosmodent Ağız Ve Diş Sağlığı Polikliniği","4.2","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Cosmodent%20A%C4%9F%C4%B1z%20Ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ_-ql9e2yyhQRzLcvht-9Z1I","http://www.cosmodent.com.tr/"
